id,created_at,school_id,user_id,type,priority,title,message,action_url,action_label,related_student_id,related_intervention_id,is_read,read_at,is_dismissed,dismissed_at,expires_at,metadata
e486505c-8afb-4d13-7925-8077dc954c64,2025-11-24T11:05:29.161Z,e394ca10-b5a0-45cc-8730-3524aff8641a,13815186-454f-4056-c0e4-2d163f76617d,system,medium,Attendance alert,sample_text_7425,sample_text_7695,sample_text_5110,12c936b7-76a2-4244-3342-f64b193771af,c9e85a3d-88f7-4ead-d63e-86c9e54e124f,false,2025-08-30T06:37:35.101Z,false,2025-06-21T21:22:28.258Z,2025-09-07T01:56:03.381Z,sample_text_2257
35c56d04-78a3-4c1b-d699-fafb9577c422,2025-09-01T10:15:16.563Z,e394ca10-b5a0-45cc-8730-3524aff8641a,8a0aa082-f148-423d-fd6f-c28d86c0215a,alert,urgent,Assessment results available,sample_text_7566,sample_text_7697,sample_text_5359,7abd7935-415a-4e5c-0200-73c72eee9749,4802aca5-84c1-4dec-bcdf-1d631717991e,true,2025-09-09T15:10:45.675Z,true,2026-04-09T23:47:37.106Z,2025-05-31T05:48:47.725Z,sample_text_4814
863c8191-34e0-4fab-b7ec-24b15683481f,2025-09-10T07:20:04.550Z,219980cb-3f77-4414-faeb-5f70b1472a36,2fd3b0e9-a8a5-42ef-ecf1-96898dccef87,alert,high,Intervention review due,sample_text_9953,sample_text_2928,sample_text_3639,afb57115-93e2-41e4-19fb-726afc7dc847,e3365cd7-81d6-41a6-c786-86fd08bb2298,false,2025-06-18T10:18:12.990Z,true,2025-04-22T23:19:03.149Z,2025-10-09T00:28:05.111Z,sample_text_2757
5bd77a25-3cec-496a-3701-a6aab202e96f,2026-04-02T19:39:15.459Z,3a19d003-2447-4c77-d435-69866c42a3e8,7a4c360c-bb74-4deb-f15e-c8b948e7a622,insight,high,Intervention review due,sample_text_8991,sample_text_7338,sample_text_2321,8ec11999-7a20-466e-84f7-f134e29d20eb,239d70c0-edab-4bf4-a388-f3e9c190ee86,false,2025-06-19T14:21:51.508Z,false,2025-06-17T18:07:13.492Z,2025-12-11T20:57:32.579Z,sample_text_6546
9bdd7d4c-247f-4d6f-523c-455169a11487,2025-06-08T18:31:45.517Z,921679af-a07e-442d-b254-00f81e5f665d,8ac01f7d-9c30-4771-a900-d8fc5dd68b28,alert,high,Assessment results available,sample_text_5208,sample_text_8476,sample_text_2021,26241fc8-1326-4f27-2a84-eb284a0bd4ba,4802aca5-84c1-4dec-bcdf-1d631717991e,true,2025-08-16T09:22:15.318Z,true,2026-01-11T15:57:59.883Z,2025-09-03T15:38:02.200Z,sample_text_9537
5b7c31a1-a8c9-45b0-ffed-f12e5bc20171,2025-04-14T04:42:09.098Z,c41be56c-1b03-4f83-3798-7ff82c84c273,074f3f9d-1d98-495a-36ce-ea4c10de32e7,action,urgent,Intervention review due,sample_text_1508,sample_text_8215,sample_text_4818,4459d0bc-ac12-45e0-2241-37b73184e150,22a0a6d0-f90a-40bf-5c2c-2c0d989b6a0d,true,2025-06-09T13:32:41.487Z,true,2025-08-20T10:29:47.668Z,2025-12-28T17:28:50.432Z,sample_text_5518
282a34ed-d430-4ab2-16da-d6a8ce71a5f2,2025-12-14T02:18:21.641Z,f3e56a9d-701d-4138-17b4-468168466ac1,13815186-454f-4056-c0e4-2d163f76617d,action,medium,Intervention review due,sample_text_5938,sample_text_4458,sample_text_1947,fb441a9a-76af-4633-ef6e-1ccf7e88caa7,1324442d-05e7-4e13-b8ac-4c2aea5d1728,true,2025-05-27T05:29:24.033Z,false,2025-12-04T23:06:57.287Z,2026-04-03T01:26:15.772Z,sample_text_4533
f6ae7330-5922-4c45-fd8f-c605056829d2,2025-11-07T07:46:55.620Z,343e4691-d779-4742-a9b6-c828fbb55b61,d9edb57f-a55c-4a07-df66-d6f8356c9964,insight,urgent,Intervention review due,sample_text_1536,sample_text_285,sample_text_9658,8a50d483-aa92-4384-4deb-3d5c6bf0f0f7,5ecd0d1d-d5ec-46f2-6aca-86fd5dfdab07,false,2026-01-02T04:16:33.311Z,true,2026-01-17T20:01:27.964Z,2025-12-07T21:40:35.514Z,sample_text_372
6102f509-6d5d-4736-1d86-12f65765cbab,2025-08-10T07:51:12.264Z,76fb7096-3d5c-4180-3013-e7a55c8b02bb,2f694710-7063-42cd-b6b6-33ab87581536,action,urgent,Intervention review due,sample_text_4847,sample_text_621,sample_text_9415,cfed3b67-1de3-46ea-e76f-c89d08ec289a,5ecd0d1d-d5ec-46f2-6aca-86fd5dfdab07,false,2025-10-13T11:12:07.721Z,true,2025-05-17T22:20:33.651Z,2025-04-24T17:06:26.679Z,sample_text_1440
2d487e5f-f73c-43e1-6ab5-85be65ab908f,2025-06-17T18:47:07.042Z,1c4d8e9f-05af-4567-fc15-60738335dd73,1f8bb59a-e0eb-4b2b-fe13-07a0c2675cb8,alert,urgent,Intervention review due,sample_text_9686,sample_text_4825,sample_text_5254,7abd7935-415a-4e5c-0200-73c72eee9749,ec23acc1-d133-44fb-ce18-66435eb26d60,false,2025-06-16T12:36:51.629Z,true,2025-10-22T17:00:55.809Z,2025-06-22T08:19:17.428Z,sample_text_2102
33a2b529-a48b-4b80-ab9a-4be15b404dc8,2026-02-22T01:20:05.384Z,baeb778f-0236-4ea0-497b-a0d46e5c6619,fa8263d2-b6b1-4514-4f07-6307b13d93f7,alert,high,Weekly risk summary ready,sample_text_1928,sample_text_2706,sample_text_9657,2f04b13c-c50c-4de2-5f7d-f7ef75d312f1,1324442d-05e7-4e13-b8ac-4c2aea5d1728,false,2025-09-06T09:54:05.376Z,true,2025-06-04T10:29:00.985Z,2025-09-02T01:12:26.801Z,sample_text_2017
c9e802f0-20b3-453c-0c58-638324fd4392,2025-07-02T13:17:20.997Z,f3e56a9d-701d-4138-17b4-468168466ac1,af45888d-3cda-415b-1d81-91022a417bde,system,high,Attendance alert,sample_text_320,sample_text_5968,sample_text_5857,8896db36-2d61-437b-b2c1-dc033ac04606,53916321-ba31-43c5-4662-702e1f8fc3b9,false,2025-11-13T00:52:25.697Z,false,2025-10-10T19:36:56.020Z,2025-10-04T02:30:37.440Z,sample_text_3909
09d8edb5-be63-4e6e-2c21-d032caf653f0,2026-03-09T11:21:51.094Z,32a1daeb-123e-4dbe-b622-aea59b73722d,234b0627-79ac-4de2-9e5f-3deaab1f438f,alert,low,Assessment results available,sample_text_8713,sample_text_4877,sample_text_9166,6fd51bd1-cbdc-4c3a-0686-e52d7fe6061c,f9139713-caa6-44fc-57f8-54d13d1981b1,false,2025-08-08T00:03:05.757Z,true,2025-08-06T00:00:20.318Z,2025-07-03T19:06:02.481Z,sample_text_1450
bcd0b52a-f8af-4bbe-91db-ceb7ea9eb40f,2025-08-06T20:54:33.460Z,2bd4f3bc-df4b-49c7-997f-c11868da495a,034eaa7e-6ebe-4134-5494-fbfbc43c72ec,insight,medium,Intervention review due,sample_text_6865,sample_text_8993,sample_text_1318,7e33c19d-304d-44cf-6308-c84646b5b9b6,56ce6d7a-11a7-4010-eed8-0ac222e7299e,false,2025-11-14T10:26:54.075Z,true,2025-10-26T03:09:47.514Z,2025-04-15T20:59:09.138Z,sample_text_3711
518a590d-4d0d-444c-d261-9bc58d630361,2025-06-29T10:33:00.924Z,7d85b267-ac94-499b-94c1-eff3632a4d8b,47f67693-54d3-499f-af1f-6dc1264f95f8,action,high,Intervention review due,sample_text_3289,sample_text_5370,sample_text_9029,7b4e9cee-f4ce-4983-6f42-9424ff347d5a,5ecd0d1d-d5ec-46f2-6aca-86fd5dfdab07,true,2025-07-03T06:38:55.347Z,false,2026-01-22T21:49:38.027Z,2025-09-12T18:05:36.547Z,sample_text_6202
d97c1648-cbd2-478c-10c5-17affe1d3bab,2026-01-21T18:52:57.434Z,24557b57-0c13-4c0c-a3e9-39903a1a94a3,d1707a15-e071-4bbb-65ff-4dfa7f902567,insight,high,Intervention review due,sample_text_3615,sample_text_9319,sample_text_4899,8a50d483-aa92-4384-4deb-3d5c6bf0f0f7,b67c6dd5-03b5-49d6-f6fa-91a5dcce714c,false,2025-08-31T18:41:53.700Z,true,2025-05-31T04:50:58.424Z,2025-09-04T01:27:24.916Z,sample_text_8844
add017a8-2eba-47c1-6254-cde502eeb69e,2025-10-16T02:21:04.261Z,a41d4030-6171-4181-a953-5d0104c592fd,c99158d6-bd93-42cc-6585-6fedbda473c8,action,low,Intervention review due,sample_text_95,sample_text_4030,sample_text_2092,e66f5152-bb91-495c-70a1-919b8657aacd,ec1ba003-ffce-4ac3-4d22-9142d9c5f0ee,true,2025-09-30T20:36:23.313Z,false,2025-05-18T08:23:48.352Z,2025-06-15T00:35:43.931Z,sample_text_3754
2d36f00c-740e-4da8-86c4-6a022ba5ed16,2025-08-22T18:10:45.345Z,c8bf5171-97bd-4a3c-df89-c4059e1474e2,367ec86b-33cc-4e1c-99be-6d4f3680b591,insight,high,Assessment results available,sample_text_729,sample_text_166,sample_text_7905,83c0f5a4-11a8-4b1f-5064-e6047d878674,7cd8bff5-4341-4461-ae03-af249bc974f9,true,2025-10-26T05:58:37.658Z,false,2026-01-21T05:43:02.415Z,2026-02-24T10:57:59.406Z,sample_text_3379
ba48a8fa-34d3-4195-f404-5ce0c54b09c9,2026-02-13T22:22:53.052Z,1c4d8e9f-05af-4567-fc15-60738335dd73,6a49f986-fadb-4bcd-512c-c56d68c9b08b,action,high,Intervention review due,sample_text_303,sample_text_3715,sample_text_4070,4f78a299-95cc-4ebc-45f5-de09ee40e0da,e4e629c5-87d4-4ff9-a454-60a9e53957d8,false,2025-12-05T20:50:38.269Z,false,2025-11-24T03:07:47.842Z,2025-07-25T14:54:55.978Z,sample_text_5360
027fdf18-d304-43ed-717a-3703d144ca7d,2026-01-20T17:14:57.927Z,469af544-bb26-4d4c-4b28-ab15c4812991,b941f6ec-4ce0-4310-9221-6be0482727a0,action,high,Intervention review due,sample_text_9677,sample_text_9224,sample_text_1528,152072c0-f075-4a77-bebe-aaa40d5c36c5,0a6828b5-4d55-4c26-d7ba-a1b99663b2fe,false,2025-07-14T08:22:55.779Z,true,2025-08-23T17:15:50.183Z,2025-07-17T14:55:55.609Z,sample_text_7927
b6ae0537-e9e5-468a-a438-49fd253cfdf5,2025-06-21T03:41:56.344Z,c0b731c7-72d6-4cbc-7d82-0603fe27478a,3bfa1ef4-6a42-4cc6-e6e5-1989f79cca90,alert,medium,Assessment results available,sample_text_8650,sample_text_8636,sample_text_2936,4459d0bc-ac12-45e0-2241-37b73184e150,81bdd85f-842c-462f-80f2-77e9a08b68bb,false,2026-04-09T21:25:01.222Z,true,2025-10-14T20:16:38.243Z,2025-10-11T10:42:53.402Z,sample_text_3703
3a23de59-654c-4953-10fe-0a6dadd8ddf0,2025-05-29T20:04:32.800Z,921679af-a07e-442d-b254-00f81e5f665d,f8d9b2f5-6abe-4500-e812-54aa85e6d1f7,alert,medium,Data sync completed,sample_text_1449,sample_text_7573,sample_text_839,7e33c19d-304d-44cf-6308-c84646b5b9b6,31fb5354-049b-46e1-41fa-bbca63b07359,true,2026-01-17T15:43:36.189Z,true,2025-09-11T23:01:54.986Z,2025-12-05T21:45:36.736Z,sample_text_3258
fb4fc95f-8d01-46d4-e0ab-81ee8275dcac,2025-11-20T20:09:40.347Z,e536d26c-1212-499f-3401-979cc6978147,7d07d517-dedd-404d-c698-f00e2aeb820f,alert,high,Intervention review due,sample_text_4066,sample_text_8097,sample_text_1305,6fd51bd1-cbdc-4c3a-0686-e52d7fe6061c,04f767dc-1a7c-43e8-2019-c5577d3ae052,true,2025-07-31T21:30:11.825Z,false,2025-10-09T20:10:41.393Z,2026-01-09T09:42:32.403Z,sample_text_8324
