status,id,evaluation_id,student_id,school_id,rule_id,alert_type,severity,title,message,risk_score,risk_level,data,acknowledged_by,acknowledged_at,resolved_by,resolved_at,resolution_notes,intervention_id,cooldown_key,created_at,updated_at
dismissed,a4e49ff6-b29a-4c74-06c7-1abc6edbac5d,c81b339b-8fcd-40a5-6dec-e159323b9228,43a0c009-5096-4beb-ceb2-2e90d29fa6d1,b1160aa4-615e-46be-c33f-53b664f1618f,sample_text_1418,intervention_overdue,urgent,Behavior incidents increasing,sample_text_5888,271.26,at_risk,sample_text_947,1f8bb59a-e0eb-4b2b-fe13-07a0c2675cb8,2026-02-04T00:16:52.091Z,074f3f9d-1d98-495a-36ce-ea4c10de32e7,2025-05-26T19:11:39.244Z,sample_text_405,5ecd0d1d-d5ec-46f2-6aca-86fd5dfdab07,sample_text_2464,2025-09-14T20:07:56.972Z,2026-02-18T02:46:43.864Z
in_review,45392c1f-0bd0-4dfa-3a07-dacbf8d7a52f,4258761a-8294-4d58-f2e9-c16ee9669c1b,12c936b7-76a2-4244-3342-f64b193771af,c8bf5171-97bd-4a3c-df89-c4059e1474e2,sample_text_9151,trend_warning,urgent,Rapid decline in math performance,sample_text_2637,724.02,at_risk,sample_text_2944,5bbe0d79-fac8-4b07-36d1-5a4ce3a79f5a,2025-04-24T13:20:05.184Z,d686c193-7466-44fb-b1a6-37325154df4c,2025-09-25T17:47:41.805Z,sample_text_9026,7086daf9-3111-437e-3beb-ae91b8ea51fb,sample_text_5457,2025-10-29T19:08:50.906Z,2025-08-12T17:11:15.368Z
dismissed,0f015a7f-ed83-4125-904d-eba008a56c82,d88040c2-7352-4d11-9a68-7cbd74b4e554,2815d421-fa85-4846-4e67-32f2b052db68,b9a92613-a49f-49ac-02ac-12389b77c55c,sample_text_2642,trend_warning,urgent,Behavior incidents increasing,sample_text_7176,240.24,critical,sample_text_6885,47f67693-54d3-499f-af1f-6dc1264f95f8,2025-07-14T17:28:24.726Z,8ac01f7d-9c30-4771-a900-d8fc5dd68b28,2026-01-28T19:01:27.504Z,sample_text_9206,8f80124e-7fab-4583-99a9-6b1f15ac293c,sample_text_162,2025-12-27T17:39:55.508Z,2025-09-12T00:13:40.532Z
acknowledged,5d045568-5b77-471d-64a5-5c9faa9f0069,f8b18ee8-1abe-403b-1b82-698554c31a37,1458a564-2503-4c4e-98fd-ff8eee30f920,13905047-dc05-4f11-21d1-ceb2ff2a4ead,sample_text_816,intervention_overdue,urgent,Student at risk of chronic absence,sample_text_5951,916.53,at_risk,sample_text_3137,e4b1ae0d-39bf-42a5-dfb9-7a9275ba3f82,2026-03-02T23:01:49.961Z,b68d9d85-277a-4f14-1564-cbb9598388f9,2026-02-24T08:05:07.119Z,sample_text_4604,ec1ba003-ffce-4ac3-4d22-9142d9c5f0ee,sample_text_1741,2026-01-19T15:47:37.203Z,2026-04-07T00:37:28.389Z
new,cffc02c1-8b98-4474-9685-91ae68de5136,2534ecbb-0744-491e-1927-29b166d5eae3,ca649c96-10ee-4d76-dcea-e4beca9603df,1eca3985-996e-497f-4644-294968d742b8,sample_text_37,rapid_decline,urgent,New student identified as at-risk,sample_text_8611,832.47,critical,sample_text_8780,074f3f9d-1d98-495a-36ce-ea4c10de32e7,,d686c193-7466-44fb-b1a6-37325154df4c,,,8445b8d0-fa6a-4454-0ffa-e73de69b3697,sample_text_3449,2026-02-04T17:25:43.404Z,2025-09-26T11:22:05.777Z
new,e117f432-4200-4283-f570-2c6686eaa7b2,7856bf50-579d-4fd3-c24c-1b41e5151478,5354d00b-34f0-4a88-58d4-8decde6ce2ee,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,sample_text_3492,trend_warning,urgent,Behavior incidents increasing,sample_text_1873,506.83,at_risk,sample_text_1827,e4a45791-4bec-432e-83c4-834772750abf,,fa8263d2-b6b1-4514-4f07-6307b13d93f7,,,aafbdce4-b166-4344-e700-6fcd4aaa8f29,sample_text_7676,2026-01-04T14:56:55.274Z,2025-09-04T10:45:51.385Z
in_review,bce24c64-2f03-455e-f36a-b3fecbfd13c2,06e56de8-800d-4fac-3f83-8f31d0d19019,4b7cf6ad-bee5-43d3-4470-e6643cf6983e,13f8f388-7de1-4383-f922-a0d8a397e76c,sample_text_4513,attendance_drop,warning,Missing assignment rate above 20%,sample_text_2455,533.54,at_risk,sample_text_4178,54566fd8-2ce9-43f1-d9c4-3262fe0540e9,2025-11-09T19:53:44.984Z,e2e59b60-b37d-4442-b14f-f66ec99cab25,2025-12-31T05:17:16.816Z,sample_text_4381,9fb97d7d-c648-45dd-decd-8fba34ef4c41,sample_text_3885,2025-09-10T20:10:44.960Z,2026-04-11T14:13:08.710Z
dismissed,86ffd04d-ef41-401f-c556-0d2b2dcd00b8,22395f89-81c6-404c-e3f1-6f65372d9786,974aa30d-547e-4e21-86d6-1f3c34623f7f,2e858920-a13b-46d3-3f94-8050bb03f098,sample_text_324,trend_warning,info,New student identified as at-risk,sample_text_2169,860.1,critical,sample_text_32,9b6a74d9-b351-48c9-fd99-3ea43ff586df,2025-04-20T03:39:44.280Z,ade33206-8c00-4f20-4bf1-7781c1eb9609,2025-09-16T19:28:03.590Z,sample_text_684,0f853a45-92cb-4e08-bb3a-9f894364a97f,sample_text_4731,2025-07-03T12:42:59.236Z,2026-02-25T04:56:20.144Z
acknowledged,98b51fc6-7785-454a-f02d-a866db85f81f,9d3dc352-7836-485c-1f65-37850d7dc9c9,ab6bc2eb-0064-48a7-7f0c-9a1783bcd064,e394ca10-b5a0-45cc-8730-3524aff8641a,sample_text_1891,threshold_breach,urgent,Student at risk of chronic absence,sample_text_8134,235.01,at_risk,sample_text_9806,616cd82a-150d-43e4-e90b-50dd3877886b,2025-11-02T23:53:15.961Z,b3ab5a31-3db7-455f-604b-d752ad0d37c7,2025-10-01T14:37:57.982Z,sample_text_1418,8e77bf83-cdbf-4e65-c0fd-b456dae5ca6e,sample_text_1326,2026-02-08T20:26:10.775Z,2025-05-06T23:16:29.631Z
acknowledged,a40a0387-72f4-496d-e0b5-d136f7153670,d211deb0-1478-4473-6ce9-611162922243,5cca90e9-35ef-4b60-da97-176e79a801fd,89bd14e2-cf78-45ab-904a-7a7f0f4a4010,sample_text_4117,chronic_absence,critical,Attendance dropped below 90%,sample_text_11,680.46,at_risk,sample_text_4279,59b39d5f-196d-4a89-1b1d-30029759628a,2026-04-01T01:33:28.382Z,e4b1ae0d-39bf-42a5-dfb9-7a9275ba3f82,2025-10-11T03:30:41.508Z,sample_text_4180,7cd8bff5-4341-4461-ae03-af249bc974f9,sample_text_3408,2026-01-26T17:57:05.778Z,2025-07-21T10:03:19.508Z
in_review,5ec0198a-4709-48b4-b9b1-a977b719d99e,60a53645-77ba-4626-d4a9-3c6024828148,7e33c19d-304d-44cf-6308-c84646b5b9b6,7e8192d3-756a-4974-209e-dc1ea1cca26e,sample_text_6076,chronic_absence,warning,New student identified as at-risk,sample_text_1381,304.79,critical,sample_text_2007,621e454c-d590-4953-4dc4-27d658cef254,2026-02-28T06:27:08.316Z,0a5b5544-8433-485d-8477-4051a66c59da,2025-08-31T01:27:58.496Z,sample_text_4367,04f767dc-1a7c-43e8-2019-c5577d3ae052,sample_text_9632,2025-09-18T13:48:07.520Z,2026-02-17T11:24:19.230Z
acknowledged,dbf833d9-2260-4227-5b51-a42443e9b8af,6fdf3394-9e19-47d4-ac38-2ecbc32ae7b2,5cca90e9-35ef-4b60-da97-176e79a801fd,521d1584-627e-495f-893e-82a12f5344be,sample_text_2167,threshold_breach,critical,Attendance dropped below 90%,sample_text_7453,33.08,at_risk,sample_text_1024,d9edb57f-a55c-4a07-df66-d6f8356c9964,2025-05-29T20:52:20.239Z,9eaa373f-8df1-4b6c-b2c9-c62b6f3363fe,2025-06-17T19:06:29.370Z,sample_text_6075,e3365cd7-81d6-41a6-c786-86fd08bb2298,sample_text_5709,2025-10-18T10:49:01.114Z,2025-07-30T11:54:59.146Z
resolved,c509f3e2-c8c1-4304-d69e-bef9d657484f,6a46e0d7-cbd2-450b-dccd-877e4b1c7c49,9a9475d1-a832-46dc-d803-59feef06073e,219980cb-3f77-4414-faeb-5f70b1472a36,sample_text_3834,trend_warning,urgent,Behavior incidents increasing,sample_text_9051,723.23,critical,sample_text_2623,01576ed3-e96e-415a-7c79-d2b4e79c9251,2025-06-15T05:12:44.862Z,13815186-454f-4056-c0e4-2d163f76617d,2025-11-05T15:25:31.066Z,sample_text_2835,ec3dd584-9571-48a4-dbfd-905d9bdad20d,sample_text_7560,2026-02-10T22:29:46.449Z,2025-09-18T03:02:14.927Z
new,c4754c9e-7ed2-4639-1cf5-0f514df89ff9,29e35e8c-e64a-4b30-512a-a05627bb9a18,d914d5ce-2aec-454b-3d59-d028d03124f6,921679af-a07e-442d-b254-00f81e5f665d,sample_text_3899,new_risk_detected,warning,New student identified as at-risk,sample_text_4367,598.15,at_risk,sample_text_8503,2fd3b0e9-a8a5-42ef-ecf1-96898dccef87,,e2e59b60-b37d-4442-b14f-f66ec99cab25,,,6db61a4b-84a8-461f-cebe-88f07baaac2d,sample_text_6591,2026-03-23T14:50:14.061Z,2025-09-21T18:30:07.123Z
resolved,6dfab7b0-3d19-4567-6ef4-3defcb659010,7a4ee55e-b2be-47f5-bda7-a31ec45cea1a,dc5c38cd-11bd-4d48-b540-0659ffe8f55b,314cdd92-266e-488d-cf88-6e18f6db8ca6,sample_text_3006,threshold_breach,urgent,Intervention overdue for review,sample_text_4716,956.86,at_risk,sample_text_9706,91481a49-39f6-4c85-9a87-3de01f285177,2025-06-24T10:34:24.881Z,62a9a1d7-9f49-48d7-cd45-e5cf69a2994c,2025-09-22T07:20:00.120Z,sample_text_9310,e0b5f5e4-afd9-462e-ec04-fb5455b210a3,sample_text_7656,2026-02-26T07:23:58.766Z,2025-10-27T03:47:17.180Z
in_review,8b44035c-5478-472f-d6a4-2d49de0ea33a,c3f04a35-5547-42f7-b6e6-eec5c81076ba,b913d05c-d452-4b8d-58bc-5af42ecc92ad,13905047-dc05-4f11-21d1-ceb2ff2a4ead,sample_text_9553,consecutive_absences,urgent,Rapid decline in math performance,sample_text_7147,464.14,at_risk,sample_text_3871,f8d9b2f5-6abe-4500-e812-54aa85e6d1f7,2026-04-08T22:46:18.964Z,b941f6ec-4ce0-4310-9221-6be0482727a0,2026-01-26T20:11:01.396Z,sample_text_4709,5b87189e-f2c1-4df6-c8e6-85342cf1a109,sample_text_327,2026-01-01T12:56:26.111Z,2025-10-24T23:13:52.795Z
new,7fa00485-fe8e-4b15-8cd4-9b52d07aa695,aa22c13d-87ee-4b88-39de-df2e524d0e58,8896db36-2d61-437b-b2c1-dc033ac04606,f3e56a9d-701d-4138-17b4-468168466ac1,sample_text_5809,attendance_drop,warning,3+ consecutive absences,sample_text_7031,310.78,at_risk,sample_text_6678,02eac898-e03e-4ede-7167-c2b3f40e7d1a,,b19a9a30-5bc1-42f9-ac14-0842a27abbe0,,,1c838e84-c20a-4ba3-eb30-b5b3f01c4156,sample_text_5681,2026-03-18T13:10:27.758Z,2025-09-18T04:45:09.417Z
new,e235f674-a1eb-4b53-6875-8e142eb40b35,5fd2cde9-8bc5-4474-9226-7eaf3dcbfdff,5354d00b-34f0-4a88-58d4-8decde6ce2ee,615ffcad-04ca-4584-4505-45cbefd50d58,sample_text_5946,intervention_overdue,urgent,Missing assignment rate above 20%,sample_text_398,638.36,critical,sample_text_2212,b8378524-c3b6-4652-6983-adbddb7aa9dd,,02eac898-e03e-4ede-7167-c2b3f40e7d1a,,,e2e17755-5579-455b-5775-badd073cd6e2,sample_text_9762,2026-03-21T01:55:04.485Z,2026-02-26T06:10:58.398Z
resolved,e5ebd56e-a025-4de3-d237-761a66006d52,166582a4-e60d-46e9-178e-931abd1f3e6e,5ad3d718-54d7-4cd2-1fcf-87aea33287e9,8fcce2e7-79c7-439d-1c00-1a62a46a56f2,sample_text_8582,trend_warning,warning,Grade decline detected,sample_text_1546,813.84,critical,sample_text_2386,47f67693-54d3-499f-af1f-6dc1264f95f8,2025-08-02T11:09:11.343Z,234b0627-79ac-4de2-9e5f-3deaab1f438f,2025-06-22T01:40:05.003Z,sample_text_1654,5ecd0d1d-d5ec-46f2-6aca-86fd5dfdab07,sample_text_1803,2026-03-14T21:38:22.822Z,2025-07-24T22:35:11.543Z
resolved,3d05c921-ceab-470a-bacc-73ea2888a83d,a6ceef94-a059-4847-8672-993bb092f252,0ba497e7-4a6e-4b40-b8d5-7f23952ad2cd,24557b57-0c13-4c0c-a3e9-39903a1a94a3,sample_text_9167,threshold_breach,urgent,3+ consecutive absences,sample_text_9191,337.39,critical,sample_text_3546,74bd910d-f592-4d1d-0e88-4bd9512f610b,2026-02-23T06:23:49.891Z,4b5660c5-6ded-4e88-5938-1722c262ea15,2026-03-22T06:34:43.578Z,sample_text_9885,6db61a4b-84a8-461f-cebe-88f07baaac2d,sample_text_1413,2025-06-06T11:54:50.161Z,2026-03-04T06:09:51.064Z
acknowledged,45a41c94-a0ec-4c73-9b58-f5ec1bb5a2db,eeb285eb-66eb-49f4-6bb0-e920ff205030,fb441a9a-76af-4633-ef6e-1ccf7e88caa7,24557b57-0c13-4c0c-a3e9-39903a1a94a3,sample_text_716,consecutive_absences,urgent,Rapid decline in math performance,sample_text_8739,867.11,at_risk,sample_text_9689,9c9bf7cc-e7e9-4ae2-6497-3685d6fe38d9,2026-04-02T19:33:03.516Z,91481a49-39f6-4c85-9a87-3de01f285177,2025-12-16T04:19:39.021Z,sample_text_4709,8e77bf83-cdbf-4e65-c0fd-b456dae5ca6e,sample_text_8516,2025-05-22T05:33:44.278Z,2025-05-14T13:21:04.868Z
new,f5ae5a37-bf2c-432f-93ea-e76ae90e1b89,2c20b0e3-6224-4514-ca0e-8975522c9a2b,09e8d1ef-f5f0-41fa-38f3-10bac079d03c,291d99ad-c85c-4557-8915-25527607d5cf,sample_text_4136,intervention_overdue,warning,3+ consecutive absences,sample_text_4590,707.25,at_risk,sample_text_2139,9eaa373f-8df1-4b6c-b2c9-c62b6f3363fe,,52f0edcc-bfb7-4f33-ad2e-fd54c484c769,,,5650edea-48a1-43b0-e4d1-f31c189db61d,sample_text_7266,2025-09-19T06:34:05.318Z,2025-11-14T06:18:34.278Z
resolved,17fb0992-95f7-4de7-3656-c2764f30980c,c6244d16-b6c2-4e44-8ec5-54d00bf6f682,4459d0bc-ac12-45e0-2241-37b73184e150,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,sample_text_151,threshold_breach,warning,New student identified as at-risk,sample_text_7005,641.36,at_risk,sample_text_3198,8a0aa082-f148-423d-fd6f-c28d86c0215a,2025-06-22T12:53:37.642Z,9c9bf7cc-e7e9-4ae2-6497-3685d6fe38d9,2025-10-17T08:48:56.153Z,sample_text_4757,53d17442-b477-40dd-7421-38a81cb807b4,sample_text_408,2026-03-12T07:45:56.483Z,2025-11-01T00:52:05.164Z
in_review,dce4ec3d-fb4a-4541-dafe-dbcb97a48605,008c625b-bfe5-4a02-433e-71074f128952,824fd656-898c-4a31-aa57-ef6e1d6c346d,f3e56a9d-701d-4138-17b4-468168466ac1,sample_text_2701,chronic_absence,urgent,Missing assignment rate above 20%,sample_text_6163,244.29,at_risk,sample_text_6279,2fd3b0e9-a8a5-42ef-ecf1-96898dccef87,2025-08-23T12:26:59.883Z,2fd3b0e9-a8a5-42ef-ecf1-96898dccef87,2025-06-21T14:15:40.933Z,sample_text_1872,0660e705-3f95-4fd9-a41a-321262e51eb3,sample_text_7183,2025-05-31T22:32:03.220Z,2026-02-24T09:09:01.059Z
in_review,b73e51ff-450f-4a57-d5ba-5bf06d3d72f9,1ace866a-ef76-4e9b-2678-d9620bbeaea6,c679812d-8719-424c-f810-c17bf20e8d10,f902ac6e-7076-46f8-2ee0-d0970401682b,sample_text_8850,attendance_drop,urgent,Behavior incidents increasing,sample_text_4462,814.08,at_risk,sample_text_2109,52f0edcc-bfb7-4f33-ad2e-fd54c484c769,2025-09-02T07:03:52.414Z,ade33206-8c00-4f20-4bf1-7781c1eb9609,2025-07-02T02:09:06.413Z,sample_text_2567,d2bb5682-7c2b-4eb6-8b8c-1743ca39b9ae,sample_text_6976,2025-04-25T14:54:52.553Z,2025-06-15T19:56:32.682Z
in_review,5d851800-8612-43a1-3953-1f73fd099f48,1e8ae4f1-1314-4559-7a16-9616aee59b31,3aaad658-14e8-4861-52c9-2341f1d4e7da,661bcb95-f84e-4871-e1c4-675bf8171439,sample_text_7444,consecutive_absences,urgent,Intervention overdue for review,sample_text_7963,948,critical,sample_text_5203,b8378524-c3b6-4652-6983-adbddb7aa9dd,2025-05-01T20:17:47.375Z,699866f4-eda9-4222-4727-7702d9d050eb,2025-05-30T09:37:24.831Z,sample_text_287,8e77bf83-cdbf-4e65-c0fd-b456dae5ca6e,sample_text_258,2026-03-27T06:11:33.117Z,2025-11-14T15:08:08.481Z
acknowledged,9a0bec78-b247-452c-43a1-cfdf6736ff08,df8eea6b-9dd3-406c-38b5-a84a5958ce7d,8a50d483-aa92-4384-4deb-3d5c6bf0f0f7,fe4720c1-f369-4760-b122-6b324f08f3a3,sample_text_9501,intervention_overdue,urgent,Rapid decline in math performance,sample_text_9501,703.38,critical,sample_text_4875,d9edb57f-a55c-4a07-df66-d6f8356c9964,2025-09-10T14:11:44.241Z,91481a49-39f6-4c85-9a87-3de01f285177,2025-06-11T21:40:44.115Z,sample_text_2181,cc19aa3d-8df7-4ba6-943a-ebbf9970c3bc,sample_text_8710,2025-12-14T22:30:01.679Z,2025-08-08T09:34:03.671Z
resolved,96486eb2-2a30-4447-cd37-d98934dda654,26417159-f121-48d5-4ddf-62bcca09e499,4f78a299-95cc-4ebc-45f5-de09ee40e0da,b1160aa4-615e-46be-c33f-53b664f1618f,sample_text_7681,trend_warning,info,Behavior incidents increasing,sample_text_7563,159.25,critical,sample_text_6275,65b719d4-a6d4-4c9f-1165-ea0ebe168811,2026-04-05T19:00:16.045Z,03983122-261d-403c-9284-32860383f137,2025-11-26T21:05:05.879Z,sample_text_237,6db61a4b-84a8-461f-cebe-88f07baaac2d,sample_text_2775,2025-06-19T10:47:59.853Z,2025-09-09T20:05:32.693Z
new,850cc410-a99a-4bec-02b2-f06494a5aa91,5d5b144b-aa1c-4749-4726-bf88429c18f8,72ea06ea-6647-4b34-faa9-4b6acc59b996,13905047-dc05-4f11-21d1-ceb2ff2a4ead,sample_text_3301,chronic_absence,critical,Missing assignment rate above 20%,sample_text_3088,800.08,at_risk,sample_text_5807,addfc86c-41af-41c3-ce53-f3cc7fcccdf6,,f8d9b2f5-6abe-4500-e812-54aa85e6d1f7,,,e2e17755-5579-455b-5775-badd073cd6e2,sample_text_4970,2025-08-05T16:35:20.310Z,2026-03-28T21:54:32.615Z
resolved,5516c549-5587-4611-664b-5aa536db05e4,8cefca9c-ff93-483e-4439-8e7d81e26b46,a37257b2-9391-4433-6110-687c09f379ec,00e48b05-b6cb-410f-1525-6668c44bdb40,sample_text_3727,attendance_drop,warning,Missing assignment rate above 20%,sample_text_804,420.06,critical,sample_text_3104,ade33206-8c00-4f20-4bf1-7781c1eb9609,2026-04-01T01:01:10.446Z,0a5b5544-8433-485d-8477-4051a66c59da,2025-09-21T01:33:47.069Z,sample_text_4865,f9139713-caa6-44fc-57f8-54d13d1981b1,sample_text_7498,2025-05-11T15:14:51.405Z,2026-02-17T15:29:40.294Z
acknowledged,ce27c98e-98de-47c9-7347-347b3bba7dba,130b7c7b-dafa-4ae4-aabc-09f3f9b56dfa,afb57115-93e2-41e4-19fb-726afc7dc847,00e48b05-b6cb-410f-1525-6668c44bdb40,sample_text_7383,grade_decline,urgent,Missing assignment rate above 20%,sample_text_2175,815.78,at_risk,sample_text_7785,addfc86c-41af-41c3-ce53-f3cc7fcccdf6,2025-08-07T00:27:18.569Z,8a0aa082-f148-423d-fd6f-c28d86c0215a,2025-04-30T16:45:10.764Z,sample_text_488,6f646e24-7167-4f14-1525-7476ae2c26ef,sample_text_5350,2025-11-04T09:38:53.998Z,2026-01-25T13:13:30.552Z
in_review,4e6bbf98-b9d7-4150-c298-b0385db0922b,c518e82d-d361-4b81-207e-9ad256ff5169,ca649c96-10ee-4d76-dcea-e4beca9603df,545d1106-2b34-4e12-24da-7673253ca1d7,sample_text_6441,attendance_drop,warning,Rapid decline in math performance,sample_text_7467,775.76,at_risk,sample_text_4644,c6fb6b4b-9efd-4a20-fd85-28ef5167ab5d,2025-09-30T16:13:10.888Z,034eaa7e-6ebe-4134-5494-fbfbc43c72ec,2025-11-04T03:40:08.823Z,sample_text_8933,6db61a4b-84a8-461f-cebe-88f07baaac2d,sample_text_9339,2025-10-11T02:40:14.485Z,2025-05-19T04:46:05.873Z
in_review,36de369c-f838-4228-f539-c5918b56ff83,f84d49a8-15f1-434c-4b39-3f301a852909,cd416869-1efc-4398-0a2a-903b79ed2d98,219980cb-3f77-4414-faeb-5f70b1472a36,sample_text_1803,attendance_drop,warning,Student at risk of chronic absence,sample_text_2151,658.83,critical,sample_text_4705,367ec86b-33cc-4e1c-99be-6d4f3680b591,2025-08-12T06:47:58.950Z,7a4c360c-bb74-4deb-f15e-c8b948e7a622,2025-08-10T07:37:09.520Z,sample_text_5623,90bb83ca-2bb7-45da-7fea-80080434dbd5,sample_text_3887,2025-11-15T07:59:48.360Z,2025-08-24T22:23:01.387Z
new,85d41a36-c137-44b5-1af8-0ec28930bdb6,e8e92e11-44f2-4102-571f-72be4766125c,44e96aef-1775-4e8c-e285-02e0cadba8e3,fecc715c-91cf-4144-4e6d-27d53565cfa5,sample_text_3687,consecutive_absences,warning,Missing assignment rate above 20%,sample_text_966,328.24,critical,sample_text_8523,b3ab5a31-3db7-455f-604b-d752ad0d37c7,,8a0aa082-f148-423d-fd6f-c28d86c0215a,,,e5536f1d-70a4-4729-c482-8f7e415dd89b,sample_text_7752,2025-10-08T14:25:16.715Z,2025-08-21T02:14:16.222Z
resolved,25c0c84a-1fdf-4524-2d76-c5f7861ab18d,5baabdca-df59-49d7-4a26-081d8f60e168,dc5c38cd-11bd-4d48-b540-0659ffe8f55b,2e858920-a13b-46d3-3f94-8050bb03f098,sample_text_9530,attendance_drop,urgent,Behavior incidents increasing,sample_text_9697,708.62,at_risk,sample_text_528,760e9861-7716-4fc7-6676-f5213f248cda,2026-03-01T22:20:14.206Z,f8d9b2f5-6abe-4500-e812-54aa85e6d1f7,2025-08-24T09:09:42.676Z,sample_text_4227,0a9e3ade-a1f9-402f-d989-08906f23513d,sample_text_9001,2025-04-17T12:52:02.394Z,2025-07-03T03:05:23.551Z
acknowledged,7f5e5d33-aa7d-4325-76e4-47a4927a622f,c6244d16-b6c2-4e44-8ec5-54d00bf6f682,a37257b2-9391-4433-6110-687c09f379ec,baeb778f-0236-4ea0-497b-a0d46e5c6619,sample_text_9783,trend_warning,warning,Rapid decline in math performance,sample_text_1981,908.13,critical,sample_text_3644,9c9bf7cc-e7e9-4ae2-6497-3685d6fe38d9,2025-05-23T06:56:47.292Z,6601188e-454e-46f8-39d3-12e3a2450d73,2025-09-09T12:45:12.181Z,sample_text_8460,b99d9240-0c15-492c-bcb5-5dab6f5707ac,sample_text_9347,2025-05-27T04:34:04.665Z,2025-08-22T23:00:33.042Z
resolved,9a68b264-6072-4912-7470-cb2b17e76373,5fd2cde9-8bc5-4474-9226-7eaf3dcbfdff,dc5c38cd-11bd-4d48-b540-0659ffe8f55b,13905047-dc05-4f11-21d1-ceb2ff2a4ead,sample_text_7360,rapid_decline,warning,Grade decline detected,sample_text_8503,236.21,critical,sample_text_9619,b68d9d85-277a-4f14-1564-cbb9598388f9,2025-08-13T18:40:33.799Z,3f95f74e-1bdc-41c3-893d-2d90a62d76bc,2025-08-15T03:21:45.165Z,sample_text_8601,02921be7-21ab-4274-eb8c-fd17367ef932,sample_text_7910,2025-04-30T10:19:35.742Z,2025-12-10T13:30:02.390Z
resolved,b863c5d5-ec15-4bc3-214b-72af3130ed09,2f14ff67-4b3b-4590-a108-0b627078cedb,c679812d-8719-424c-f810-c17bf20e8d10,545d1106-2b34-4e12-24da-7673253ca1d7,sample_text_8214,trend_warning,urgent,Missing assignment rate above 20%,sample_text_3048,438.97,at_risk,sample_text_8649,034eaa7e-6ebe-4134-5494-fbfbc43c72ec,2025-05-19T08:47:01.269Z,5b22fa71-538f-4f40-5599-52754e6eb443,2025-09-30T04:08:42.474Z,sample_text_1115,1b16683a-98b0-4954-e675-86e26360065f,sample_text_5040,2025-11-03T20:36:55.709Z,2025-05-06T18:39:06.439Z
resolved,9c68e91e-d93b-45a1-a5b2-a246a8026898,9a0bb43f-0beb-47fc-a659-2bba50d74fa6,942582d6-df90-465e-0a7c-344463dcc5fc,469af544-bb26-4d4c-4b28-ab15c4812991,sample_text_5874,threshold_breach,warning,Intervention overdue for review,sample_text_871,545.93,critical,sample_text_9223,e2e59b60-b37d-4442-b14f-f66ec99cab25,2026-02-20T10:48:15.808Z,6cd68fef-f7ed-4b57-a09f-e6e7ee2302bd,2025-04-27T23:09:38.581Z,sample_text_5768,e2e17755-5579-455b-5775-badd073cd6e2,sample_text_9089,2026-01-27T18:09:03.111Z,2026-04-11T15:27:02.189Z
resolved,0f664a44-d72d-4c64-f18f-eada93834b66,bb86a891-b2c4-43d4-5281-83e4d902b4d7,1458a564-2503-4c4e-98fd-ff8eee30f920,5eca5363-069f-462b-ef13-7dba299c99d9,sample_text_9587,consecutive_absences,critical,Grade decline detected,sample_text_782,934.79,critical,sample_text_589,ea49fb72-2050-42e2-81c3-091e5dbcc276,2025-11-06T12:16:33.800Z,c99158d6-bd93-42cc-6585-6fedbda473c8,2025-07-28T14:37:36.973Z,sample_text_5037,e4e629c5-87d4-4ff9-a454-60a9e53957d8,sample_text_651,2026-03-27T07:12:36.958Z,2026-01-12T10:57:44.020Z
resolved,60d8a14f-f6ea-4555-79f9-d6937fb33f68,5fd2cde9-8bc5-4474-9226-7eaf3dcbfdff,09e8d1ef-f5f0-41fa-38f3-10bac079d03c,e536d26c-1212-499f-3401-979cc6978147,sample_text_8145,attendance_drop,urgent,New student identified as at-risk,sample_text_8657,996.89,at_risk,sample_text_1029,b3ab5a31-3db7-455f-604b-d752ad0d37c7,2026-04-08T06:49:09.033Z,faab496b-a78d-4496-aa0f-1f0957801a80,2026-02-23T09:25:57.960Z,sample_text_7136,db0d14ad-557f-4320-7a13-8a2d95908763,sample_text_3952,2026-02-12T04:34:42.848Z,2025-08-03T16:03:30.431Z
in_review,242aa103-a3cc-42d1-a84e-db15c82d89c7,4c1dad03-b282-419b-dcb2-2d23d4d7151e,3e4e588f-bb13-48f9-ae27-231d699b174f,545d1106-2b34-4e12-24da-7673253ca1d7,sample_text_5616,attendance_drop,warning,Rapid decline in math performance,sample_text_4180,84.25,at_risk,sample_text_4985,367ec86b-33cc-4e1c-99be-6d4f3680b591,2025-06-23T06:40:48.550Z,c6fb6b4b-9efd-4a20-fd85-28ef5167ab5d,2026-04-02T11:28:39.911Z,sample_text_6303,4802aca5-84c1-4dec-bcdf-1d631717991e,sample_text_62,2025-06-10T20:22:29.030Z,2025-11-24T06:49:34.332Z
new,e95a6203-e5ab-47ff-30da-b9d43c2cb763,b158b71d-a1ef-4df5-1cd0-d4e7a5ef148e,73e655b7-927f-4010-5d38-ed87d5958465,8fcce2e7-79c7-439d-1c00-1a62a46a56f2,sample_text_2120,intervention_overdue,warning,Rapid decline in math performance,sample_text_6737,851.16,critical,sample_text_2720,4983674c-e15e-4015-0eb3-50b01d7810f8,,02eac898-e03e-4ede-7167-c2b3f40e7d1a,,,da56bf9e-670d-458d-06b7-c28efe44bae9,sample_text_4072,2025-06-16T16:21:01.863Z,2025-08-03T20:51:20.845Z
