id,created_at,updated_at,school_id,name,type,provider,connection_config,sync_enabled,sync_frequency_hours,last_sync_at,next_sync_at,sync_status,sync_error,field_mappings,records_synced,last_record_count,is_active,connected_at,disconnected_at,metadata,access_token_encrypted,refresh_token_encrypted,token_expires_at
606bc1e5-22f8-45fc-651a-de6e5b8a9b14,2025-07-11T21:59:14.589Z,2025-10-24T15:08:03.429Z,baeb778f-0236-4ea0-497b-a0d46e5c6619,Mountain View Cafe,sample_text_730,sample_text_7172,sample_text_629,false,240,2025-05-17T11:00:56.135Z,2025-05-13T13:29:59.984Z,sample_text_8867,sample_text_7418,sample_text_2441,483,5502,false,2025-10-08T08:59:28.147Z,2026-01-15T02:55:46.454Z,sample_text_5193,sample_text_2815,sample_text_8000,2025-04-22T11:25:17.653Z
f435d1ee-b6ee-454d-9148-bbd2d14f849e,2025-05-24T16:14:05.778Z,2025-09-26T08:06:23.128Z,89bd14e2-cf78-45ab-904a-7a7f0f4a4010,Harbor Grill,sample_text_7179,sample_text_3200,sample_text_9176,false,622,2025-12-18T01:02:32.842Z,2025-10-24T02:18:57.873Z,sample_text_252,sample_text_6841,sample_text_4191,190,2763,false,2025-08-05T12:35:46.130Z,2025-10-25T08:13:04.197Z,sample_text_8459,sample_text_4820,sample_text_4106,2026-01-26T18:57:48.958Z
57c884ca-9c97-492b-cbf1-831fe3edb7c0,2025-10-12T03:43:32.452Z,2025-08-20T13:26:21.271Z,b1160aa4-615e-46be-c33f-53b664f1618f,Maple Street Diner,sample_text_922,sample_text_2150,sample_text_9159,true,580,2025-10-20T02:30:08.540Z,2025-09-30T08:00:30.325Z,sample_text_1675,sample_text_5857,sample_text_9542,908,7524,false,2025-10-14T01:50:45.564Z,2025-11-17T07:30:09.277Z,sample_text_7699,sample_text_1412,sample_text_6786,2025-05-10T02:51:24.352Z
c8de0eb5-8a85-47ee-f668-afb6cb7af7bf,2026-01-07T06:11:18.081Z,2025-05-22T00:01:37.125Z,89bd14e2-cf78-45ab-904a-7a7f0f4a4010,Firebird Pizza,sample_text_9525,sample_text_7833,sample_text_4874,false,213,2025-12-07T02:10:40.815Z,2026-01-26T01:52:33.381Z,sample_text_5712,sample_text_3891,sample_text_1868,17,5480,false,2026-03-28T14:57:12.429Z,2025-10-05T12:55:04.965Z,sample_text_5822,sample_text_5884,sample_text_5125,2025-07-09T12:58:07.624Z
f91a5c51-3df4-48c0-c267-500a42d5dc6f,2025-10-03T04:21:15.741Z,2025-10-15T23:34:24.237Z,521d1584-627e-495f-893e-82a12f5344be,Harbor Grill,sample_text_5983,sample_text_1894,sample_text_459,false,388,2025-09-06T21:38:01.303Z,2025-06-16T06:50:15.847Z,sample_text_7223,sample_text_9039,sample_text_8243,430,6478,true,2026-03-28T22:31:52.428Z,2026-01-13T02:17:29.926Z,sample_text_7388,sample_text_3529,sample_text_1424,2026-02-05T08:48:13.764Z
96bf6a31-b3d7-44f3-a0c4-0eb3c4fb1b4c,2026-01-30T14:20:12.996Z,2026-04-10T22:23:31.419Z,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,Golden Plate,sample_text_2214,sample_text_6083,sample_text_3337,false,691,2025-12-04T14:42:33.328Z,2025-07-16T11:42:34.082Z,sample_text_6139,sample_text_3361,sample_text_6446,873,6170,true,2025-11-07T15:32:31.961Z,2025-10-16T10:58:08.140Z,sample_text_6638,sample_text_6088,sample_text_9296,2025-05-05T17:00:13.620Z
49877a14-13f8-444f-3e86-b70e273efb13,2026-03-26T03:49:37.521Z,2026-01-14T12:13:06.911Z,661bcb95-f84e-4871-e1c4-675bf8171439,Firebird Pizza,sample_text_8183,sample_text_2883,sample_text_1099,true,932,2026-02-10T13:50:08.295Z,2025-10-25T13:34:59.883Z,sample_text_5335,sample_text_7422,sample_text_7865,695,1714,true,2025-04-27T18:40:29.587Z,2025-12-01T08:13:24.356Z,sample_text_5042,sample_text_1628,sample_text_8611,2025-12-12T10:42:25.261Z
c621882d-c814-439b-fe15-b3a7f4d81679,2025-06-02T06:02:19.169Z,2025-09-30T09:44:52.056Z,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,The Rustic Fork,sample_text_1353,sample_text_694,sample_text_790,true,5,2025-04-30T22:30:10.380Z,2025-07-06T02:02:10.915Z,sample_text_9387,sample_text_2323,sample_text_3865,254,766,true,2025-06-10T13:39:30.917Z,2025-06-15T20:59:56.783Z,sample_text_9632,sample_text_8919,sample_text_1061,2025-05-20T13:44:07.411Z
852adb01-52fc-4591-48d0-aacd111a0a52,2025-06-18T03:10:26.048Z,2026-02-08T13:22:32.479Z,a41d4030-6171-4181-a953-5d0104c592fd,Blue Ocean Sushi,sample_text_2386,sample_text_8637,sample_text_2712,true,89,2025-05-04T21:59:34.826Z,2025-11-15T23:42:18.987Z,sample_text_1269,sample_text_5546,sample_text_1640,398,5061,true,2025-09-01T17:11:11.692Z,2025-07-15T11:53:17.344Z,sample_text_5046,sample_text_6041,sample_text_9822,2025-05-22T21:01:00.177Z
c44765c5-fef7-4425-8fec-6518509fa281,2025-07-07T03:24:02.029Z,2025-07-27T23:26:40.368Z,1eca3985-996e-497f-4644-294968d742b8,Luna Restaurant,sample_text_3726,sample_text_191,sample_text_4547,false,466,2025-05-18T23:54:36.306Z,2025-11-06T18:37:14.625Z,sample_text_4581,sample_text_3972,sample_text_4179,314,6374,false,2025-05-04T18:46:35.815Z,2025-05-30T06:20:12.697Z,sample_text_8510,sample_text_4217,sample_text_2384,2026-01-13T07:11:37.248Z
83aa8c93-79c8-42e1-1b1e-8ca474ad1bbe,2025-11-13T06:33:05.084Z,2025-04-17T12:51:02.209Z,fecc715c-91cf-4144-4e6d-27d53565cfa5,Firebird Pizza,sample_text_8135,sample_text_8743,sample_text_2175,true,217,2025-06-29T11:22:55.718Z,2025-11-09T06:15:49.618Z,sample_text_3068,sample_text_5465,sample_text_2401,480,1413,false,2025-07-14T07:31:25.143Z,2025-05-12T03:50:14.516Z,sample_text_3650,sample_text_6798,sample_text_2034,2026-02-26T23:57:39.544Z
8b412410-7039-474a-c83d-d263cd5c7a06,2025-05-16T19:38:40.002Z,2025-07-06T23:58:39.212Z,10539e4e-19ad-49ff-5fb1-13c6a13a9cc0,Luna Restaurant,sample_text_2347,sample_text_1605,sample_text_9711,true,331,2026-01-25T00:48:58.546Z,2025-07-08T07:37:18.417Z,sample_text_2604,sample_text_4231,sample_text_8132,957,6139,true,2025-07-22T23:32:00.541Z,2025-04-13T05:35:40.523Z,sample_text_6695,sample_text_563,sample_text_8228,2025-07-14T01:06:43.609Z
f80bad2e-7c5e-44d2-4b10-c35f8bcf39d8,2026-04-08T08:06:32.803Z,2025-06-07T04:12:59.931Z,89bd14e2-cf78-45ab-904a-7a7f0f4a4010,City Kitchen,sample_text_287,sample_text_7800,sample_text_6245,true,664,2026-02-01T09:42:47.867Z,2025-04-15T19:25:20.207Z,sample_text_7496,sample_text_997,sample_text_8232,139,3043,true,2025-08-11T10:16:53.564Z,2026-03-16T12:41:29.816Z,sample_text_8991,sample_text_7199,sample_text_1854,2025-08-05T07:48:04.101Z
77c70c39-68bc-4a57-3bd4-94ff6fa9c20f,2026-04-10T21:32:20.069Z,2025-07-23T16:16:36.345Z,4fab3abf-dd8f-4d4b-ef39-52d4314418ca,Fresh & Co,sample_text_2112,sample_text_7206,sample_text_7345,true,390,2025-06-15T11:06:48.339Z,2025-10-18T15:14:12.196Z,sample_text_900,sample_text_7125,sample_text_8794,977,3322,false,2025-10-16T01:02:59.812Z,2025-08-19T21:58:47.149Z,sample_text_4919,sample_text_3155,sample_text_8589,2025-04-17T04:40:11.200Z
edbbf18f-ee9f-4fc6-7d05-6fb0832a105d,2025-08-03T10:10:29.137Z,2025-07-28T15:56:03.273Z,b1160aa4-615e-46be-c33f-53b664f1618f,Mountain View Cafe,sample_text_5013,sample_text_3741,sample_text_3453,false,922,2026-03-11T02:14:14.152Z,2025-08-31T19:01:38.083Z,sample_text_8048,sample_text_9716,sample_text_3050,268,3498,true,2025-10-05T03:40:08.543Z,2026-03-20T15:27:29.084Z,sample_text_3494,sample_text_88,sample_text_3037,2025-08-23T16:13:40.679Z
edfa7eba-68e3-43d2-6209-06391e3461d3,2025-04-20T13:27:14.857Z,2025-09-18T09:18:19.277Z,a41d4030-6171-4181-a953-5d0104c592fd,The Local Table,sample_text_6697,sample_text_5043,sample_text_821,false,437,2025-10-19T04:54:16.665Z,2025-04-18T03:24:18.756Z,sample_text_6291,sample_text_5818,sample_text_9227,479,9246,true,2025-05-25T00:28:50.021Z,2025-07-18T15:10:37.146Z,sample_text_6566,sample_text_3038,sample_text_8659,2025-12-08T18:15:13.588Z
11227f85-7942-4dd4-a923-849e24255b42,2025-09-05T12:50:19.780Z,2026-04-07T05:37:03.406Z,94519cc1-bdc7-4549-769e-8964efcea7c6,Firebird Pizza,sample_text_2789,sample_text_9396,sample_text_8022,false,833,2026-01-30T06:56:55.988Z,2025-06-13T13:24:57.804Z,sample_text_1013,sample_text_4815,sample_text_6577,161,4827,true,2025-05-16T23:31:05.103Z,2026-01-13T03:49:14.683Z,sample_text_331,sample_text_7623,sample_text_4803,2026-01-12T19:01:55.012Z
