status,id,intervention_id,school_id,student_id,scheduled_date,scheduled_start_time,scheduled_duration_minutes,actual_date,actual_start_time,actual_duration_minutes,cancellation_reason,delivered_by,location,modality,group_size,fidelity_checklist,fidelity_score,fidelity_notes,student_engaged,engagement_notes,session_notes,skills_practiced,homework_assigned,parent_communication,created_at,updated_at,created_by
completed,e4afcf0e-f9d8-42dd-43f0-6f68f54c8e64,ba7a4b0f-ab5c-4d6a-5299-a5cc023c573d,837a9baf-7fed-4fe4-630e-eeaf60164bcb,3aaad658-14e8-4861-52c9-2341f1d4e7da,2025-08-05T08:17:59.745Z,sample_text_8571,298,2025-05-21T20:31:46.651Z,sample_text_7036,633,sample_text_1344,62a9a1d7-9f49-48d7-cd45-e5cf69a2994c,sample_text_3067,in_person,229,sample_text_5290,176.79,sample_text_941,false,sample_text_4619,sample_text_5355,sample_text_2588,sample_text_157,true,2025-08-23T06:35:12.203Z,2025-10-08T14:57:06.767Z,b3ab5a31-3db7-455f-604b-d752ad0d37c7
completed,d12c54d0-232f-4d8c-9636-fc2fd89a95b1,90bb83ca-2bb7-45da-7fea-80080434dbd5,2e842555-494e-4eac-25b2-d2a4430cc9ed,4f78a299-95cc-4ebc-45f5-de09ee40e0da,2026-04-08T23:29:49.845Z,sample_text_1286,84,2025-08-14T15:39:26.809Z,sample_text_4453,80,sample_text_6278,3bfa1ef4-6a42-4cc6-e6e5-1989f79cca90,sample_text_5523,in_person,694,sample_text_4198,318.86,sample_text_2042,true,sample_text_6020,sample_text_183,sample_text_9451,sample_text_8649,false,2025-09-07T19:51:22.663Z,2026-03-24T04:56:15.177Z,02eac898-e03e-4ede-7167-c2b3f40e7d1a
completed,35282566-9449-49e8-db1b-0c83ff704434,5650edea-48a1-43b0-e4d1-f31c189db61d,16c0f045-ad9e-4d23-8922-374a2534b914,c679812d-8719-424c-f810-c17bf20e8d10,2025-05-19T12:20:51.276Z,sample_text_8089,772,2026-01-23T05:15:05.947Z,sample_text_5757,32,sample_text_7314,9c9bf7cc-e7e9-4ae2-6497-3685d6fe38d9,sample_text_7152,hybrid,372,sample_text_9091,321.82,sample_text_2941,false,sample_text_4804,sample_text_9067,sample_text_4809,sample_text_1025,false,2025-06-01T21:42:35.167Z,2025-05-08T13:03:31.035Z,13815186-454f-4056-c0e4-2d163f76617d
completed,8cccba5f-02bc-4142-5111-7f16b8cb015b,6db61a4b-84a8-461f-cebe-88f07baaac2d,c0b731c7-72d6-4cbc-7d82-0603fe27478a,25984c0e-a7ff-4156-822e-ec2fb55f198a,2026-02-28T11:36:27.440Z,sample_text_2744,666,2025-04-28T17:49:20.716Z,sample_text_5366,39,sample_text_5898,6601188e-454e-46f8-39d3-12e3a2450d73,sample_text_5201,virtual,340,sample_text_1971,866.14,sample_text_7567,false,sample_text_9910,sample_text_7176,sample_text_4551,sample_text_4156,true,2025-07-21T01:45:45.583Z,2026-01-02T00:24:46.065Z,54566fd8-2ce9-43f1-d9c4-3262fe0540e9
completed,237f2df4-cc28-4ca9-e0e0-e301b920926b,093f659d-b7ea-45cd-f8d9-33ac23698fa0,4ca6797c-e546-4f8b-df90-dbb08907d99e,4ca4247e-c61f-4837-bf77-9c36a300d1a6,2026-01-02T19:24:21.415Z,sample_text_6772,421,2025-11-21T01:04:10.800Z,sample_text_2982,220,sample_text_8380,65b719d4-a6d4-4c9f-1165-ea0ebe168811,sample_text_899,in_person,247,sample_text_7281,121.46,sample_text_2024,true,sample_text_7692,sample_text_8414,sample_text_2165,sample_text_6921,true,2026-01-09T05:21:05.428Z,2025-10-05T12:39:37.328Z,91481a49-39f6-4c85-9a87-3de01f285177
cancelled,149da933-4939-4999-f307-cd235c75dbd4,53916321-ba31-43c5-4662-702e1f8fc3b9,2a4e5e57-fab3-47be-aa17-438ff8cedd26,2de16969-104d-43a0-bfd9-fe690d9d6eac,2025-08-03T08:18:11.267Z,sample_text_7164,717,,sample_text_8071,,sample_text_8310,01576ed3-e96e-415a-7c79-d2b4e79c9251,sample_text_5191,in_person,893,sample_text_7716,,sample_text_3847,true,sample_text_5307,sample_text_2005,sample_text_6849,sample_text_2104,true,2025-04-23T22:59:56.772Z,2025-04-25T12:59:22.248Z,e2e59b60-b37d-4442-b14f-f66ec99cab25
completed,ebd7d542-c1f4-4e74-0630-269981f7a469,ff7b5b59-28e3-4c72-312f-ad72de847623,b017f20d-2b75-45dd-64d2-722f145a78d0,72ea06ea-6647-4b34-faa9-4b6acc59b996,2025-05-25T12:37:21.252Z,sample_text_4111,798,2026-03-07T11:06:11.762Z,sample_text_8238,266,sample_text_4919,8ac01f7d-9c30-4771-a900-d8fc5dd68b28,sample_text_6629,hybrid,60,sample_text_2268,489.22,sample_text_8277,true,sample_text_3077,sample_text_5473,sample_text_2886,sample_text_7389,false,2025-09-09T15:10:28.717Z,2026-02-21T06:23:32.098Z,72571b3c-f6ea-4a2a-2118-2d3a77def4dd
completed,ffdba267-d974-4d14-18cf-d6a671eecc30,1b16683a-98b0-4954-e675-86e26360065f,73370ee3-24e1-494c-b530-e79710873eeb,36fa19ad-37fd-44f9-4a36-73f18ecfe5f4,2025-07-09T11:37:11.383Z,sample_text_4227,303,2025-11-23T04:21:43.766Z,sample_text_1491,717,sample_text_3295,e2e59b60-b37d-4442-b14f-f66ec99cab25,sample_text_3424,virtual,707,sample_text_319,46.71,sample_text_7589,false,sample_text_7864,sample_text_2525,sample_text_8494,sample_text_5282,false,2025-04-28T01:27:52.961Z,2025-12-06T08:12:47.823Z,72571b3c-f6ea-4a2a-2118-2d3a77def4dd
scheduled,508c633b-89a4-4c16-6c70-dc3a0a695cd1,ddaebb0c-208f-4c1d-99d6-3c94ad714d88,2e858920-a13b-46d3-3f94-8050bb03f098,5cca90e9-35ef-4b60-da97-176e79a801fd,2026-02-08T20:18:01.520Z,sample_text_9803,268,2026-02-25T01:28:26.478Z,sample_text_3745,19,sample_text_1783,f8d9b2f5-6abe-4500-e812-54aa85e6d1f7,sample_text_3111,virtual,497,sample_text_4561,554.1,sample_text_4066,false,sample_text_7239,sample_text_4212,sample_text_1686,sample_text_64,false,2025-08-29T03:55:05.242Z,2025-10-09T05:12:33.740Z,6601188e-454e-46f8-39d3-12e3a2450d73
completed,e639eebe-1265-4aa1-010c-c4bf9cd22c8b,53916321-ba31-43c5-4662-702e1f8fc3b9,13f8f388-7de1-4383-f922-a0d8a397e76c,8ec11999-7a20-466e-84f7-f134e29d20eb,2026-02-22T05:58:59.850Z,sample_text_9776,564,2025-08-03T21:56:23.737Z,sample_text_2342,514,sample_text_9165,6cd68fef-f7ed-4b57-a09f-e6e7ee2302bd,sample_text_2169,in_person,404,sample_text_3144,141.78,sample_text_9151,true,sample_text_4881,sample_text_7048,sample_text_7015,sample_text_4775,true,2025-10-01T14:16:39.755Z,2025-09-26T10:49:10.090Z,cb8fa579-1a0f-4b56-d0df-17115e069361
completed,309a15b4-bce8-4708-69a9-228d954ce0db,1c838e84-c20a-4ba3-eb30-b5b3f01c4156,e112e16e-d7d4-47de-a1f6-038db1f702ae,5354d00b-34f0-4a88-58d4-8decde6ce2ee,2026-03-06T18:58:58.637Z,sample_text_7410,984,2025-08-20T06:34:19.421Z,sample_text_3443,769,sample_text_5311,b68d9d85-277a-4f14-1564-cbb9598388f9,sample_text_6280,in_person,156,sample_text_7511,183.9,sample_text_7348,true,sample_text_5426,sample_text_3630,sample_text_8474,sample_text_4177,true,2025-04-21T18:59:15.392Z,2025-08-30T01:10:55.216Z,074f3f9d-1d98-495a-36ce-ea4c10de32e7
partial,94e007c3-8783-4aad-b09e-fbae658819c1,01063723-1de5-41a1-e5d1-0089f90f19b6,4f68cba7-6170-4ab1-21f9-a7a23a74f8c0,5cca90e9-35ef-4b60-da97-176e79a801fd,2026-03-14T22:25:25.196Z,sample_text_9557,107,2025-08-12T07:56:26.153Z,sample_text_3003,532,sample_text_2717,e2e59b60-b37d-4442-b14f-f66ec99cab25,sample_text_4537,in_person,650,sample_text_1065,586.72,sample_text_8114,true,sample_text_812,sample_text_5671,sample_text_3787,sample_text_2436,true,2025-06-03T19:02:47.143Z,2025-04-16T12:10:38.487Z,3f95f74e-1bdc-41c3-893d-2d90a62d76bc
cancelled,ca21dab1-f579-4e7f-0b5a-aa84fa31cdba,d2bb5682-7c2b-4eb6-8b8c-1743ca39b9ae,c8bf5171-97bd-4a3c-df89-c4059e1474e2,12c936b7-76a2-4244-3342-f64b193771af,2025-07-06T15:45:00.308Z,sample_text_8084,832,,sample_text_2058,,sample_text_2650,a7fdde05-87ad-4532-1887-2448d13ec652,sample_text_7376,in_person,956,sample_text_2695,,sample_text_3093,true,sample_text_5288,sample_text_1651,sample_text_8188,sample_text_7164,false,2025-09-13T11:20:51.647Z,2026-02-03T13:35:40.835Z,c6fb6b4b-9efd-4a20-fd85-28ef5167ab5d
completed,61019d79-aae6-435b-9297-b4e9988fffaf,7cd8bff5-4341-4461-ae03-af249bc974f9,a41d4030-6171-4181-a953-5d0104c592fd,7abd7935-415a-4e5c-0200-73c72eee9749,2026-03-28T20:36:19.380Z,sample_text_8115,422,2025-10-17T17:18:13.586Z,sample_text_1745,473,sample_text_5382,db60da3b-65f5-43f8-0cf6-3a1af6e416bd,sample_text_2770,hybrid,505,sample_text_1787,260.14,sample_text_9357,true,sample_text_662,sample_text_3247,sample_text_7525,sample_text_8485,false,2025-09-22T19:30:24.316Z,2025-08-06T05:50:56.670Z,74bd910d-f592-4d1d-0e88-4bd9512f610b
cancelled,62c80391-6654-4dbf-ec62-0f957e692016,22cc6a8f-9b50-4313-a8c9-a3c43b392d05,24557b57-0c13-4c0c-a3e9-39903a1a94a3,2f04b13c-c50c-4de2-5f7d-f7ef75d312f1,2025-06-29T19:47:43.593Z,sample_text_3430,391,,sample_text_9230,,sample_text_9945,621e454c-d590-4953-4dc4-27d658cef254,sample_text_7130,in_person,216,sample_text_585,,sample_text_9073,true,sample_text_5729,sample_text_7472,sample_text_3515,sample_text_6991,true,2025-07-03T17:59:53.680Z,2026-02-10T09:45:17.876Z,2fd3b0e9-a8a5-42ef-ecf1-96898dccef87
completed,16b568d7-73f5-470f-bd1c-0a184b957eb9,9fb97d7d-c648-45dd-decd-8fba34ef4c41,c41be56c-1b03-4f83-3798-7ff82c84c273,1458a564-2503-4c4e-98fd-ff8eee30f920,2025-07-14T09:23:43.970Z,sample_text_3734,710,2025-07-14T10:22:55.908Z,sample_text_8558,458,sample_text_6034,6a49f986-fadb-4bcd-512c-c56d68c9b08b,sample_text_3034,hybrid,576,sample_text_9168,265.49,sample_text_324,true,sample_text_9147,sample_text_3919,sample_text_4574,sample_text_6333,false,2025-09-15T04:42:51.953Z,2025-11-30T07:05:51.232Z,d686c193-7466-44fb-b1a6-37325154df4c
cancelled,11ef863e-ad6e-4e96-6cbe-5d13837eb628,53d17442-b477-40dd-7421-38a81cb807b4,521d1584-627e-495f-893e-82a12f5344be,cd807608-c28a-4e54-37b1-20305ffdcd5c,2025-10-22T13:20:31.559Z,sample_text_6785,271,,sample_text_3563,,sample_text_3894,2fd3b0e9-a8a5-42ef-ecf1-96898dccef87,sample_text_516,in_person,82,sample_text_4981,,sample_text_4077,false,sample_text_1488,sample_text_9038,sample_text_1632,sample_text_2487,false,2026-02-01T02:09:32.786Z,2025-04-25T09:12:33.519Z,074f3f9d-1d98-495a-36ce-ea4c10de32e7
no_show,f99e166c-3be6-4626-7c5b-97861f646af0,6db61a4b-84a8-461f-cebe-88f07baaac2d,820e0d69-1dec-4fa2-7dff-4973e37417e7,19b0ce65-5cea-46af-9685-0855cb090984,2025-10-30T22:16:33.686Z,sample_text_4585,372,2025-11-22T17:39:28.157Z,sample_text_1254,29,sample_text_2944,3f95f74e-1bdc-41c3-893d-2d90a62d76bc,sample_text_8527,hybrid,50,sample_text_711,325.04,sample_text_7816,true,sample_text_6317,sample_text_9246,sample_text_6433,sample_text_2035,true,2026-01-29T10:49:29.048Z,2025-09-24T00:06:38.572Z,9eaa373f-8df1-4b6c-b2c9-c62b6f3363fe
completed,875fdb1e-303d-411e-1736-c8c0da80b920,0f853a45-92cb-4e08-bb3a-9f894364a97f,521d1584-627e-495f-893e-82a12f5344be,12c936b7-76a2-4244-3342-f64b193771af,2025-07-12T06:09:25.036Z,sample_text_2531,58,2025-07-29T05:58:38.969Z,sample_text_4190,761,sample_text_4133,6cd68fef-f7ed-4b57-a09f-e6e7ee2302bd,sample_text_4077,in_person,178,sample_text_3976,915.56,sample_text_8404,false,sample_text_6463,sample_text_7404,sample_text_9339,sample_text_92,false,2025-04-12T13:50:04.877Z,2025-08-22T03:57:47.413Z,e4b1ae0d-39bf-42a5-dfb9-7a9275ba3f82
cancelled,c9b03bb8-d620-43bd-8eb2-833bf4dd0c91,5b87189e-f2c1-4df6-c8e6-85342cf1a109,59faa8f0-e266-467f-aa62-7fd97008cad7,cd416869-1efc-4398-0a2a-903b79ed2d98,2026-03-31T11:46:37.332Z,sample_text_6414,709,,sample_text_9733,,sample_text_7735,7eb2d58e-90b4-4cb6-235b-f52575ca8c43,sample_text_2780,hybrid,118,sample_text_4118,,sample_text_1147,true,sample_text_3777,sample_text_5222,sample_text_5426,sample_text_7892,true,2025-05-13T21:15:11.281Z,2025-07-23T18:22:41.392Z,e4b1ae0d-39bf-42a5-dfb9-7a9275ba3f82
cancelled,3dce8206-b85e-4a90-3db0-c9c424852045,f2392f7d-a5b0-4fcc-13a3-f5b494facaed,5b1b6bbb-ac85-477d-9a11-d480281a4b21,5ad3d718-54d7-4cd2-1fcf-87aea33287e9,2026-02-09T11:16:42.600Z,sample_text_2104,901,,sample_text_6689,,sample_text_8952,cb8fa579-1a0f-4b56-d0df-17115e069361,sample_text_508,hybrid,414,sample_text_395,,sample_text_3585,true,sample_text_6215,sample_text_5925,sample_text_3472,sample_text_6923,false,2026-01-30T05:03:04.598Z,2026-02-06T01:31:29.654Z,9eaa373f-8df1-4b6c-b2c9-c62b6f3363fe
partial,dd9a9863-4052-4d89-1af5-4a1742773aef,e4e629c5-87d4-4ff9-a454-60a9e53957d8,e112e16e-d7d4-47de-a1f6-038db1f702ae,152072c0-f075-4a77-bebe-aaa40d5c36c5,2025-06-21T02:43:40.666Z,sample_text_5078,104,2025-05-17T21:47:31.395Z,sample_text_4749,330,sample_text_4482,b3ab5a31-3db7-455f-604b-d752ad0d37c7,sample_text_8245,virtual,11,sample_text_2075,235.41,sample_text_8010,false,sample_text_331,sample_text_3003,sample_text_7041,sample_text_9013,false,2026-03-12T08:45:22.316Z,2025-11-18T12:36:12.218Z,9c9bf7cc-e7e9-4ae2-6497-3685d6fe38d9
completed,c3aaceaf-ece5-4d49-22a2-f33f475e13a9,22cc6a8f-9b50-4313-a8c9-a3c43b392d05,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,72ea06ea-6647-4b34-faa9-4b6acc59b996,2026-02-02T17:24:19.665Z,sample_text_3001,272,2025-06-30T07:42:25.875Z,sample_text_4188,498,sample_text_4675,d1707a15-e071-4bbb-65ff-4dfa7f902567,sample_text_4185,in_person,162,sample_text_8908,539.49,sample_text_6582,false,sample_text_1512,sample_text_9369,sample_text_652,sample_text_9325,false,2025-11-21T11:00:20.945Z,2026-03-19T00:55:12.677Z,8ac01f7d-9c30-4771-a900-d8fc5dd68b28
cancelled,a4a66f54-43e9-4353-cc51-a38241178a8c,0a9e3ade-a1f9-402f-d989-08906f23513d,0898bc8a-8083-4b0c-faf9-0f5d0224e73e,dc5c38cd-11bd-4d48-b540-0659ffe8f55b,2025-04-20T21:57:53.248Z,sample_text_1964,311,,sample_text_2842,,sample_text_8639,b19a9a30-5bc1-42f9-ac14-0842a27abbe0,sample_text_9634,in_person,211,sample_text_136,,sample_text_6578,true,sample_text_4566,sample_text_7823,sample_text_8072,sample_text_3711,false,2025-06-29T09:19:05.089Z,2025-10-27T06:05:26.984Z,b8378524-c3b6-4652-6983-adbddb7aa9dd
cancelled,59773418-21fe-4a62-4734-ca0ca6cf070d,6e60c3c1-79e3-49f2-3701-c8f0fce81cb1,f902ac6e-7076-46f8-2ee0-d0970401682b,36fa19ad-37fd-44f9-4a36-73f18ecfe5f4,2025-11-18T16:20:51.348Z,sample_text_9923,167,,sample_text_6766,,sample_text_7561,b3ab5a31-3db7-455f-604b-d752ad0d37c7,sample_text_6426,virtual,567,sample_text_7985,,sample_text_1758,false,sample_text_1219,sample_text_9470,sample_text_8370,sample_text_7012,false,2025-06-20T13:58:04.674Z,2025-05-22T12:37:27.588Z,7eb2d58e-90b4-4cb6-235b-f52575ca8c43
completed,b625070d-00f1-4712-275f-7784c78b103a,92cf908b-38ac-4b5d-0803-1a8f60b5c6b9,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,49c0f8d8-fcc1-4c41-a548-3ff914a66692,2025-09-24T20:02:19.443Z,sample_text_1776,933,2025-05-28T03:36:43.904Z,sample_text_4155,503,sample_text_2518,cb8fa579-1a0f-4b56-d0df-17115e069361,sample_text_3153,in_person,543,sample_text_2293,363.88,sample_text_845,true,sample_text_1772,sample_text_6560,sample_text_5985,sample_text_9495,false,2026-02-01T15:15:13.819Z,2026-02-15T21:43:47.505Z,e4a45791-4bec-432e-83c4-834772750abf
completed,710bc15c-5642-4e6e-b686-5ac102896f16,36a2bd98-8d6a-422c-04cc-be071c7128f3,c41be56c-1b03-4f83-3798-7ff82c84c273,5354d00b-34f0-4a88-58d4-8decde6ce2ee,2026-01-06T07:29:54.748Z,sample_text_7186,486,2026-02-10T08:44:39.515Z,sample_text_827,495,sample_text_5619,616cd82a-150d-43e4-e90b-50dd3877886b,sample_text_1187,in_person,504,sample_text_8215,220.35,sample_text_7900,false,sample_text_6709,sample_text_4955,sample_text_1895,sample_text_8880,false,2026-02-12T03:02:18.641Z,2025-09-29T21:57:44.194Z,13815186-454f-4056-c0e4-2d163f76617d
partial,72d72baf-9dfd-49f7-a94c-7624ab8314c3,53916321-ba31-43c5-4662-702e1f8fc3b9,291d99ad-c85c-4557-8915-25527607d5cf,440eba09-b8a9-4df2-7ce2-88916df0536d,2025-11-11T09:59:47.530Z,sample_text_7653,685,2026-03-13T19:51:43.006Z,sample_text_4358,56,sample_text_8429,03983122-261d-403c-9284-32860383f137,sample_text_7246,in_person,641,sample_text_5104,663.74,sample_text_1569,true,sample_text_6420,sample_text_2271,sample_text_452,sample_text_1330,true,2025-06-19T17:54:41.334Z,2025-11-25T09:08:02.658Z,7eb2d58e-90b4-4cb6-235b-f52575ca8c43
completed,afe30878-b0f9-42ec-75e9-4d363ca2728a,b99d9240-0c15-492c-bcb5-5dab6f5707ac,aed83b90-feeb-480d-e57c-176768104c81,74996144-2438-4454-03fb-d777b4c9db8b,2026-01-09T19:23:07.662Z,sample_text_5426,957,2026-02-21T04:19:34.132Z,sample_text_9110,49,sample_text_4259,59b39d5f-196d-4a89-1b1d-30029759628a,sample_text_3651,in_person,147,sample_text_5818,97.86,sample_text_3073,false,sample_text_3859,sample_text_8703,sample_text_3858,sample_text_4947,true,2025-04-22T16:20:55.114Z,2025-04-15T23:44:10.286Z,7eb2d58e-90b4-4cb6-235b-f52575ca8c43
completed,394f6484-5532-459e-f857-7fbdeea0f8cd,9fb97d7d-c648-45dd-decd-8fba34ef4c41,1612581f-ee93-42bd-8ca1-106ca3f5fb8d,09e8d1ef-f5f0-41fa-38f3-10bac079d03c,2026-01-01T14:28:10.729Z,sample_text_9826,175,2025-09-17T20:04:31.839Z,sample_text_309,35,sample_text_2819,6601188e-454e-46f8-39d3-12e3a2450d73,sample_text_8685,in_person,210,sample_text_2767,985.2,sample_text_2472,true,sample_text_107,sample_text_8384,sample_text_3893,sample_text_3518,true,2026-02-15T10:36:10.504Z,2025-08-31T03:15:23.834Z,5b22fa71-538f-4f40-5599-52754e6eb443
partial,998458a8-fb16-44a2-8770-2c68f09d443c,7278e65a-9c24-4acf-5b35-796f64dbce30,24557b57-0c13-4c0c-a3e9-39903a1a94a3,5cca90e9-35ef-4b60-da97-176e79a801fd,2025-06-03T03:31:12.198Z,sample_text_4488,714,2025-04-16T19:48:45.070Z,sample_text_8364,987,sample_text_1892,b3ab5a31-3db7-455f-604b-d752ad0d37c7,sample_text_3998,in_person,990,sample_text_1379,965.83,sample_text_8645,false,sample_text_3785,sample_text_6307,sample_text_3992,sample_text_757,true,2025-04-16T01:07:23.493Z,2025-08-26T23:20:28.460Z,760e9861-7716-4fc7-6676-f5213f248cda
completed,e79835a7-e6af-4eee-6280-84195c303b80,0a6828b5-4d55-4c26-d7ba-a1b99663b2fe,343e4691-d779-4742-a9b6-c828fbb55b61,44e96aef-1775-4e8c-e285-02e0cadba8e3,2025-12-05T12:13:37.940Z,sample_text_4069,910,2025-05-27T21:55:41.042Z,sample_text_4455,712,sample_text_3840,6cd68fef-f7ed-4b57-a09f-e6e7ee2302bd,sample_text_650,in_person,996,sample_text_7546,648.78,sample_text_2980,false,sample_text_1328,sample_text_9049,sample_text_4531,sample_text_1361,true,2025-12-11T21:26:21.776Z,2025-07-08T16:28:43.575Z,b19a9a30-5bc1-42f9-ac14-0842a27abbe0
completed,577c2c6c-7ac5-4cd2-ecb0-49504663c63f,354a8aed-8ff3-48d7-00fd-76a6427a85cc,5eca5363-069f-462b-ef13-7dba299c99d9,5bcd0cf0-44a3-4e73-1c78-3d3c73e703b3,2026-03-03T14:48:35.729Z,sample_text_6641,948,2026-04-01T18:03:37.439Z,sample_text_4384,310,sample_text_1529,db60da3b-65f5-43f8-0cf6-3a1af6e416bd,sample_text_881,in_person,125,sample_text_3049,279.33,sample_text_6823,true,sample_text_3974,sample_text_4809,sample_text_5362,sample_text_549,true,2025-09-28T06:08:51.721Z,2026-03-30T19:59:44.034Z,6601188e-454e-46f8-39d3-12e3a2450d73
scheduled,0c26143e-0be9-4469-1743-e90fe3dcb2cd,1b16683a-98b0-4954-e675-86e26360065f,c41be56c-1b03-4f83-3798-7ff82c84c273,44e96aef-1775-4e8c-e285-02e0cadba8e3,2025-11-18T09:15:23.351Z,sample_text_3557,627,2025-11-23T07:14:29.034Z,sample_text_1644,43,sample_text_5191,02eac898-e03e-4ede-7167-c2b3f40e7d1a,sample_text_7967,hybrid,197,sample_text_7698,480.85,sample_text_3988,false,sample_text_350,sample_text_3766,sample_text_1684,sample_text_7646,false,2025-07-04T22:05:29.648Z,2026-02-03T02:01:26.495Z,d686c193-7466-44fb-b1a6-37325154df4c
completed,40555aac-e9d9-461f-3392-37d81743e86c,b99d9240-0c15-492c-bcb5-5dab6f5707ac,f3e56a9d-701d-4138-17b4-468168466ac1,6fd51bd1-cbdc-4c3a-0686-e52d7fe6061c,2025-12-31T07:30:35.540Z,sample_text_3736,607,2025-09-12T09:42:07.627Z,sample_text_7951,913,sample_text_9477,c6fb6b4b-9efd-4a20-fd85-28ef5167ab5d,sample_text_976,in_person,262,sample_text_7289,885.21,sample_text_3244,false,sample_text_3760,sample_text_2568,sample_text_8965,sample_text_3304,false,2025-07-07T09:40:29.906Z,2026-03-05T13:18:16.575Z,e4a45791-4bec-432e-83c4-834772750abf
completed,7fcffdf5-e7cf-40bf-7e93-425ba7951f8c,4eb401f1-2970-4058-6e97-a97a6fb8e8b7,2d706e75-fd47-4d6b-cc14-10a1bf804d62,3aaad658-14e8-4861-52c9-2341f1d4e7da,2026-02-14T01:56:35.760Z,sample_text_7963,504,2025-07-18T00:38:11.229Z,sample_text_3892,660,sample_text_3840,b68d9d85-277a-4f14-1564-cbb9598388f9,sample_text_3821,in_person,574,sample_text_7566,518.09,sample_text_3375,true,sample_text_1716,sample_text_7356,sample_text_3897,sample_text_8281,true,2026-02-25T03:33:31.474Z,2025-09-30T11:38:07.858Z,5bbe0d79-fac8-4b07-36d1-5a4ce3a79f5a
cancelled,5e4b4d79-caca-4c22-8b6c-2f9375c14549,ddaebb0c-208f-4c1d-99d6-3c94ad714d88,930d6afd-4225-4c87-6245-39cb7a7a0d26,26241fc8-1326-4f27-2a84-eb284a0bd4ba,2026-01-15T12:33:13.018Z,sample_text_5463,67,,sample_text_6764,,sample_text_2395,074f3f9d-1d98-495a-36ce-ea4c10de32e7,sample_text_8739,in_person,275,sample_text_5295,,sample_text_7112,true,sample_text_2285,sample_text_413,sample_text_8296,sample_text_6439,false,2025-10-03T08:37:34.475Z,2025-09-13T17:36:31.614Z,1f944d7a-c145-4606-b226-ca59addffefd
completed,6289796f-e5c1-4de7-a6b6-8a2ee3a35903,6e60c3c1-79e3-49f2-3701-c8f0fce81cb1,fe4720c1-f369-4760-b122-6b324f08f3a3,7b4e9cee-f4ce-4983-6f42-9424ff347d5a,2026-01-24T16:12:43.421Z,sample_text_1472,804,2025-11-08T17:08:33.249Z,sample_text_1193,510,sample_text_7612,91481a49-39f6-4c85-9a87-3de01f285177,sample_text_7725,hybrid,408,sample_text_5849,638.5,sample_text_3720,true,sample_text_1745,sample_text_7019,sample_text_1291,sample_text_6145,false,2025-08-03T00:14:40.191Z,2025-12-30T07:58:46.465Z,addfc86c-41af-41c3-ce53-f3cc7fcccdf6
completed,79bd9274-34cf-4eb2-747e-39aa8b58839b,8445b8d0-fa6a-4454-0ffa-e73de69b3697,820e0d69-1dec-4fa2-7dff-4973e37417e7,98dc63d7-8988-4ff8-b7ca-2ab8d1f39352,2025-04-28T23:20:48.144Z,sample_text_3658,957,2025-12-04T17:13:41.092Z,sample_text_9220,673,sample_text_8012,6cd68fef-f7ed-4b57-a09f-e6e7ee2302bd,sample_text_8728,hybrid,157,sample_text_8017,285.28,sample_text_4034,true,sample_text_3506,sample_text_5807,sample_text_4000,sample_text_2359,false,2025-05-25T07:54:45.646Z,2025-06-14T13:18:39.210Z,cf7e2aea-c07d-4ed1-1fc0-69c3d64d741c
completed,968c0484-cade-46ab-4e21-5eff008ee29f,4eb401f1-2970-4058-6e97-a97a6fb8e8b7,545d1106-2b34-4e12-24da-7673253ca1d7,8896db36-2d61-437b-b2c1-dc033ac04606,2025-12-02T03:43:15.655Z,sample_text_2300,460,2025-09-11T10:44:12.993Z,sample_text_2038,683,sample_text_2496,65b719d4-a6d4-4c9f-1165-ea0ebe168811,sample_text_5649,in_person,41,sample_text_275,735.73,sample_text_7802,true,sample_text_1962,sample_text_6530,sample_text_571,sample_text_2553,false,2026-02-06T22:22:56.132Z,2025-10-10T15:45:53.964Z,f8d9b2f5-6abe-4500-e812-54aa85e6d1f7
partial,3242694e-6692-4cb0-3bdc-28c4ee449a75,e5536f1d-70a4-4729-c482-8f7e415dd89b,5b1b6bbb-ac85-477d-9a11-d480281a4b21,8ec11999-7a20-466e-84f7-f134e29d20eb,2025-09-29T17:28:44.220Z,sample_text_8595,668,2025-09-17T16:31:27.603Z,sample_text_1337,421,sample_text_2762,b941f6ec-4ce0-4310-9221-6be0482727a0,sample_text_4314,in_person,398,sample_text_5823,147.67,sample_text_2510,true,sample_text_7205,sample_text_2270,sample_text_4840,sample_text_39,false,2025-09-04T18:38:06.740Z,2025-12-28T04:23:06.925Z,02eac898-e03e-4ede-7167-c2b3f40e7d1a
partial,6fe18835-d699-4dd0-7054-c8276f1d70d7,7b01d302-0a70-4c31-f833-da69c718f73d,7e8192d3-756a-4974-209e-dc1ea1cca26e,0519f110-4080-47f1-0e4d-53c0e3b18659,2025-08-23T00:12:24.759Z,sample_text_327,180,2026-01-29T11:17:08.502Z,sample_text_8910,237,sample_text_6754,0a5b5544-8433-485d-8477-4051a66c59da,sample_text_2886,in_person,60,sample_text_9851,870.14,sample_text_8091,false,sample_text_4892,sample_text_4313,sample_text_1262,sample_text_8491,false,2025-12-13T23:08:10.088Z,2025-10-31T06:39:14.274Z,d686c193-7466-44fb-b1a6-37325154df4c
