id,school_id,report_type,format,title,frequency,day_of_week,day_of_month,time_of_day,timezone,filters,options,recipients,is_active,last_run_at,next_run_at,last_error,created_by,created_at,updated_at
d17ef6c7-bb7a-410d-7fea-7091a4310c01,661bcb95-f84e-4871-e1c4-675bf8171439,sample_text_8680,sample_text_4191,sample_text_5124,sample_text_316,400,426,sample_text_6657,sample_text_3678,sample_text_5025,sample_text_8059,sample_text_5940,false,2026-02-25T00:34:47.737Z,2026-04-04T09:45:06.123Z,sample_text_9547,efb49caf-86d8-4397-8266-07697b7db7fe,2025-05-21T15:32:33.510Z,2025-07-27T03:10:22.051Z
bada7572-b3b7-4d04-efd4-a5390f725c80,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,sample_text_8953,sample_text_1775,sample_text_5574,sample_text_3236,495,867,sample_text_5603,sample_text_9863,sample_text_6005,sample_text_3620,sample_text_3045,true,2025-10-16T12:42:31.458Z,2025-10-17T07:05:35.151Z,sample_text_6092,33fbd3c4-eeb4-43f9-356d-f8850f316d6f,2026-01-31T17:06:55.044Z,2025-07-25T16:44:47.516Z
111c085a-6f28-4b2a-a108-52cd7549e417,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,sample_text_1969,sample_text_7191,sample_text_2460,sample_text_2559,499,395,sample_text_8754,sample_text_9536,sample_text_2663,sample_text_129,sample_text_3497,true,2025-09-28T23:17:40.814Z,2025-12-26T23:05:37.717Z,sample_text_9749,c318832c-4b06-4a11-0b4f-c60730eb24a6,2025-06-08T08:13:58.341Z,2025-09-29T07:07:13.760Z
3abd7fd1-202f-413e-e51e-ad6c27d2e756,13905047-dc05-4f11-21d1-ceb2ff2a4ead,sample_text_238,sample_text_7806,sample_text_2369,sample_text_2978,133,778,sample_text_5166,sample_text_6184,sample_text_6591,sample_text_109,sample_text_9240,false,2026-01-06T07:52:18.182Z,2026-02-11T05:07:18.498Z,sample_text_1409,f7ce5490-7a1a-4d76-d85f-7eddb81e5601,2025-08-05T19:47:34.941Z,2025-08-07T15:50:54.501Z
ffd2c89e-c7b4-42e8-2897-29e5e241057b,820e0d69-1dec-4fa2-7dff-4973e37417e7,sample_text_2225,sample_text_9346,sample_text_5773,sample_text_6641,101,799,sample_text_567,sample_text_9219,sample_text_5561,sample_text_5587,sample_text_7288,false,2026-03-01T22:00:26.502Z,2025-10-26T04:30:35.075Z,sample_text_1337,963ff744-8b35-46e9-34de-d421558b913d,2026-01-25T11:03:59.708Z,2025-07-11T00:16:49.994Z
79e5f044-5921-46af-e429-0e1abee3f676,469af544-bb26-4d4c-4b28-ab15c4812991,sample_text_6432,sample_text_2356,sample_text_6874,sample_text_5969,539,168,sample_text_3540,sample_text_2820,sample_text_824,sample_text_9384,sample_text_31,false,2025-11-26T01:07:21.902Z,2025-05-23T07:59:22.908Z,sample_text_6737,be57729a-c067-45d4-df55-af67724c3938,2025-09-30T04:37:04.379Z,2026-04-01T16:55:21.066Z
7d93239c-7541-4c1a-9811-0bf52e3d20b0,c8bf5171-97bd-4a3c-df89-c4059e1474e2,sample_text_959,sample_text_2819,sample_text_1045,sample_text_4595,839,102,sample_text_6029,sample_text_4960,sample_text_4455,sample_text_2625,sample_text_4245,false,2025-11-20T21:46:42.838Z,2025-08-14T03:29:43.752Z,sample_text_8412,0e281e3f-cce8-4034-5ddb-01bea3b6ca0d,2025-10-24T22:13:23.219Z,2026-01-31T14:09:32.456Z
1e39a0ce-1646-4891-c972-7b4b426dc8c0,837a9baf-7fed-4fe4-630e-eeaf60164bcb,sample_text_1798,sample_text_8509,sample_text_7239,sample_text_4444,745,241,sample_text_9444,sample_text_8604,sample_text_2721,sample_text_6007,sample_text_3366,true,2026-03-16T14:48:02.194Z,2026-03-24T00:44:34.273Z,sample_text_743,0dfdd789-e98b-4369-aea9-bf02ec24b36d,2026-04-04T09:53:28.409Z,2026-02-21T15:10:09.139Z
2835deef-53c9-4ef2-2612-5f7434a0c796,2e858920-a13b-46d3-3f94-8050bb03f098,sample_text_4106,sample_text_4946,sample_text_4451,sample_text_1209,420,926,sample_text_8108,sample_text_8113,sample_text_9275,sample_text_1108,sample_text_1031,false,2025-07-02T09:36:53.571Z,2025-10-19T18:09:56.234Z,sample_text_2787,b4793a5b-9143-49bd-2385-99661161c8ed,2025-05-20T22:21:14.643Z,2025-10-08T17:12:56.134Z
f9135cc9-0af1-4dca-c65e-026805c0b5c1,291d99ad-c85c-4557-8915-25527607d5cf,sample_text_7360,sample_text_8966,sample_text_7468,sample_text_9445,217,374,sample_text_52,sample_text_2497,sample_text_11,sample_text_2359,sample_text_9151,true,2025-05-27T21:02:00.644Z,2025-12-02T04:37:20.116Z,sample_text_3206,b0c68217-9de6-45d5-64fc-cc92e80b8df4,2025-06-25T03:31:02.068Z,2025-12-29T12:42:30.323Z
