id,created_at,updated_at,slug,name,legal_name,domain,logo_url,primary_color,secondary_color,accent_color,subscription_tier,subscription_status,trial_ends_at,bigquery_dataset_id,clever_district_id,classlink_tenant_id,timezone,academic_year_start_month,contact_email,contact_phone,address,authorizer_id,is_active,metadata,stripe_customer_id,stripe_subscription_id,current_period_start,current_period_end,cancel_at_period_end,canceled_at,student_count
7cc152ca-2334-4efd-8c58-4327009bcdb6,2025-06-24T05:25:41.232Z,2025-06-16T10:41:11.705Z,stem-scholars,Innovation Prep Academy,sample_text_5027,sample_text_173,sample_text_7188,sample_text_8619,sample_text_6855,sample_text_6211,starter,active,2026-04-11T07:12:13.623Z,sample_text_7390,sample_text_6691,sample_text_9478,sample_text_7899,56,masked_q76fr1@example.com,555-000-6394,123 Masked St,e5ead09e-316d-4ec3-042a-fbe97f5fc918,true,sample_text_6092,sample_text_8400,sample_text_2346,2025-04-13T18:54:16.592Z,2026-01-30T22:33:52.238Z,true,2025-12-07T03:55:10.062Z,2187
59faa8f0-e266-467f-aa62-7fd97008cad7,2026-02-23T06:27:11.491Z,2025-05-26T09:30:16.067Z,academy-charter,STEM Scholars Charter,sample_text_7663,sample_text_5375,sample_text_7807,sample_text_29,sample_text_9001,sample_text_2299,pro,active,2025-11-24T07:53:32.011Z,sample_text_3103,sample_text_4019,sample_text_7324,sample_text_5213,494,masked_fwq1eb@example.com,555-000-1076,123 Masked St,06f7cb86-68b6-44ca-542c-569bb7d5ca61,false,sample_text_4229,sample_text_4049,sample_text_5554,2025-09-10T16:16:54.709Z,2026-02-11T19:20:00.336Z,false,2025-06-30T19:54:03.830Z,9798
343e4691-d779-4742-a9b6-c828fbb55b61,2025-11-07T20:23:13.191Z,2025-11-19T15:03:29.619Z,innovation-prep,Innovation Prep Academy,sample_text_9429,sample_text_8133,sample_text_2164,sample_text_1141,sample_text_7033,sample_text_8207,enterprise,trialing,2025-11-26T18:09:12.465Z,sample_text_2548,sample_text_6393,sample_text_6343,sample_text_4012,532,masked_4mi7db@example.com,555-000-2509,123 Masked St,43bc4d06-e5df-4456-a665-93bc819217eb,true,sample_text_1968,sample_text_7509,sample_text_6195,2026-04-10T14:18:28.440Z,2026-01-29T02:23:01.249Z,false,2025-07-07T22:08:03.768Z,9172
eb97341d-2385-4175-9a86-c3256608e18e,2025-06-28T12:06:13.117Z,2025-05-08T03:33:02.724Z,innovation-prep,Innovation Prep Academy,sample_text_1975,sample_text_2627,sample_text_3359,sample_text_1638,sample_text_9263,sample_text_7563,enterprise,active,2025-09-08T04:44:56.708Z,sample_text_6499,sample_text_6318,sample_text_8863,sample_text_7036,501,masked_zjlgcu@example.com,555-000-6272,123 Masked St,cf6ecf6f-24e7-4b3e-1f25-19e78b45f151,false,sample_text_8065,sample_text_2802,sample_text_9949,2025-11-12T14:33:08.970Z,2026-01-21T08:16:35.039Z,false,2025-08-31T22:20:28.231Z,9047
1c4d8e9f-05af-4567-fc15-60738335dd73,2025-07-04T21:30:23.291Z,2025-10-16T08:13:55.185Z,stem-scholars,STEM Scholars Charter,sample_text_6025,sample_text_5621,sample_text_4389,sample_text_9853,sample_text_9073,sample_text_6005,enterprise,active,2025-05-04T07:30:38.505Z,sample_text_132,sample_text_355,sample_text_7531,sample_text_4417,248,masked_15rx8a@example.com,555-000-4730,123 Masked St,74c994f4-bf38-4f5e-0f9a-50258ba5ed0d,true,sample_text_2227,sample_text_195,sample_text_8320,2025-05-23T07:27:31.407Z,2026-03-26T01:09:35.712Z,true,2025-12-28T14:30:03.919Z,2768
13905047-dc05-4f11-21d1-ceb2ff2a4ead,2026-04-03T10:56:48.234Z,2025-12-06T05:36:05.662Z,innovation-prep,Academy Charter School,sample_text_5200,sample_text_8304,sample_text_1731,sample_text_9012,sample_text_5047,sample_text_4093,pro,active,2025-05-26T18:44:30.356Z,sample_text_2161,sample_text_5264,sample_text_8254,sample_text_2030,325,masked_3t43t6@example.com,555-000-0716,123 Masked St,deb90f38-89af-41dc-91d3-7c7a9798c719,true,sample_text_6873,sample_text_5412,sample_text_2020,2025-12-24T11:21:22.905Z,2026-03-29T12:44:47.263Z,false,2025-04-22T01:50:27.361Z,2452
e112e16e-d7d4-47de-a1f6-038db1f702ae,2026-02-22T13:55:27.844Z,2025-09-14T22:14:17.476Z,innovation-prep,Academy Charter School,sample_text_462,sample_text_587,sample_text_6353,sample_text_9892,sample_text_9828,sample_text_3000,starter,active,2025-12-17T13:16:01.608Z,sample_text_49,sample_text_3120,sample_text_8137,sample_text_2053,996,masked_na2fdb@example.com,555-000-6383,123 Masked St,0c18da1b-12b1-43b9-9dd0-0165f64b4e4d,true,sample_text_1835,sample_text_6803,sample_text_1416,2025-08-01T21:58:52.518Z,2025-08-30T00:35:14.239Z,true,2025-12-19T07:05:22.731Z,1328
94dc4310-c140-4af7-8a5b-88c24ff5a5d3,2025-12-20T16:52:05.886Z,2026-03-05T13:30:45.724Z,innovation-prep,Academy Charter School,sample_text_1367,sample_text_4279,sample_text_1275,sample_text_5759,sample_text_6443,sample_text_2263,enterprise,active,2025-07-16T02:47:39.194Z,sample_text_8618,sample_text_9147,sample_text_3817,sample_text_7753,303,masked_uf9sgx@example.com,555-000-4866,123 Masked St,804152e2-a6ea-43a0-6a37-310de14257a5,false,sample_text_8435,sample_text_4379,sample_text_6227,2026-01-29T22:47:07.614Z,2025-07-01T04:47:59.133Z,false,2025-05-06T06:49:27.283Z,9195
c8bf5171-97bd-4a3c-df89-c4059e1474e2,2025-06-25T00:24:35.815Z,2025-11-17T08:12:45.152Z,stem-scholars,Innovation Prep Academy,sample_text_8035,sample_text_381,sample_text_4182,sample_text_7225,sample_text_3653,sample_text_2745,pro,active,2025-10-19T13:01:53.138Z,sample_text_1132,sample_text_1566,sample_text_8784,sample_text_3902,277,masked_boor61@example.com,555-000-3249,123 Masked St,3314ef1a-5341-45c3-971f-3e5c47145a1b,false,sample_text_6019,sample_text_7248,sample_text_1380,2025-10-07T20:59:11.574Z,2025-11-08T22:52:04.800Z,false,2025-07-06T10:25:32.329Z,3072
7d85b267-ac94-499b-94c1-eff3632a4d8b,2026-01-19T06:37:33.784Z,2025-05-11T09:20:05.791Z,innovation-prep,STEM Scholars Charter,sample_text_4253,sample_text_8778,sample_text_9187,sample_text_8567,sample_text_1402,sample_text_1123,pro,active,2025-11-14T18:34:01.486Z,sample_text_2756,sample_text_2510,sample_text_9417,sample_text_2604,538,masked_7988zn@example.com,555-000-4509,123 Masked St,c5f6c58a-c3c7-45f5-2a24-6a719c336c71,false,sample_text_2027,sample_text_3021,sample_text_9668,2025-07-07T11:39:42.096Z,2025-08-29T01:15:46.011Z,false,2025-10-28T19:41:45.437Z,9601
921679af-a07e-442d-b254-00f81e5f665d,2025-08-21T22:18:53.010Z,2025-07-02T02:58:43.580Z,stem-scholars,Academy Charter School,sample_text_2325,sample_text_1051,sample_text_3956,sample_text_956,sample_text_1457,sample_text_5683,enterprise,active,2026-03-14T17:29:06.303Z,sample_text_7288,sample_text_4324,sample_text_5645,sample_text_5306,928,masked_k3ylf6@example.com,555-000-3491,123 Masked St,cb45fca7-a35b-490c-c3d1-02968b5f1e34,true,sample_text_9488,sample_text_6074,sample_text_2643,2026-01-10T22:11:14.343Z,2025-11-02T19:51:14.026Z,true,2025-09-10T03:21:59.479Z,1046
13f8f388-7de1-4383-f922-a0d8a397e76c,2025-08-19T22:07:32.959Z,2025-12-31T06:17:57.685Z,academy-charter,STEM Scholars Charter,sample_text_4916,sample_text_1558,sample_text_3149,sample_text_8972,sample_text_6080,sample_text_3550,enterprise,active,2025-09-23T02:10:04.857Z,sample_text_3,sample_text_2095,sample_text_9182,sample_text_8435,11,masked_fycybh@example.com,555-000-6346,123 Masked St,c5f6c58a-c3c7-45f5-2a24-6a719c336c71,false,sample_text_6249,sample_text_7045,sample_text_8272,2026-01-29T04:19:01.166Z,2025-04-28T05:08:45.543Z,true,2025-11-22T02:07:38.390Z,6315
f902ac6e-7076-46f8-2ee0-d0970401682b,2025-04-27T21:44:34.061Z,2025-04-15T13:36:30.460Z,academy-charter,STEM Scholars Charter,sample_text_3073,sample_text_9043,sample_text_1777,sample_text_2747,sample_text_9579,sample_text_2881,enterprise,active,2025-10-29T01:54:01.025Z,sample_text_1945,sample_text_4389,sample_text_3665,sample_text_1064,877,masked_9gajyp@example.com,555-000-7680,123 Masked St,b20e7ad5-1918-4cc9-bdee-64e7f0361567,true,sample_text_7355,sample_text_6928,sample_text_7153,2025-09-25T12:15:58.444Z,2026-03-04T23:34:52.772Z,false,2025-04-25T08:52:30.319Z,6590
16c0f045-ad9e-4d23-8922-374a2534b914,2025-07-27T20:26:56.732Z,2026-03-20T16:22:00.643Z,stem-scholars,STEM Scholars Charter,sample_text_3698,sample_text_3106,sample_text_1339,sample_text_483,sample_text_2645,sample_text_1207,starter,trialing,2025-12-19T12:57:03.937Z,sample_text_1450,sample_text_8282,sample_text_4379,sample_text_6126,472,masked_vzfyv0@example.com,555-000-7202,123 Masked St,d962a985-97c1-4121-01df-708a28fb2ac0,false,sample_text_6957,sample_text_1125,sample_text_4278,2025-12-22T09:15:32.918Z,2026-01-04T17:44:09.741Z,true,2025-09-21T10:58:25.761Z,8069
4f68cba7-6170-4ab1-21f9-a7a23a74f8c0,2026-01-12T03:48:44.166Z,2026-03-15T02:34:57.708Z,stem-scholars,Innovation Prep Academy,sample_text_7233,sample_text_9812,sample_text_326,sample_text_9686,sample_text_4676,sample_text_3403,pro,trialing,2025-05-17T00:03:01.820Z,sample_text_2106,sample_text_6224,sample_text_6164,sample_text_5811,669,masked_ya9etj@example.com,555-000-9731,123 Masked St,20030f37-ba62-449f-91f6-56c3e0c45256,false,sample_text_9312,sample_text_3640,sample_text_2113,2025-05-07T06:33:06.312Z,2025-08-04T08:33:49.335Z,true,2025-09-17T12:53:25.910Z,79
615ffcad-04ca-4584-4505-45cbefd50d58,2026-01-29T18:42:08.246Z,2025-06-11T04:02:55.269Z,stem-scholars,STEM Scholars Charter,sample_text_7105,sample_text_1390,sample_text_1614,sample_text_4140,sample_text_8147,sample_text_2507,pro,active,2026-01-12T20:36:40.465Z,sample_text_3418,sample_text_4822,sample_text_421,sample_text_7028,416,masked_gapvwg@example.com,555-000-7117,123 Masked St,cb45fca7-a35b-490c-c3d1-02968b5f1e34,true,sample_text_8736,sample_text_7828,sample_text_3510,2025-10-22T16:25:33.847Z,2026-03-15T16:06:21.554Z,true,2026-02-10T05:50:36.982Z,7143
3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,2025-12-15T21:05:23.274Z,2025-12-23T10:32:26.381Z,academy-charter,Academy Charter School,sample_text_3635,sample_text_6361,sample_text_802,sample_text_3733,sample_text_560,sample_text_5076,enterprise,active,2026-04-05T07:41:11.416Z,sample_text_9568,sample_text_7818,sample_text_6147,sample_text_9232,204,masked_5kk3aj@example.com,555-000-9588,123 Masked St,8c77f488-fc8d-451d-2d8b-ef9d25f82b31,false,sample_text_5970,sample_text_5903,sample_text_7051,2025-07-12T06:07:41.678Z,2025-12-05T23:03:23.215Z,false,2025-11-25T02:48:27.789Z,6407
837a9baf-7fed-4fe4-630e-eeaf60164bcb,2026-01-12T23:23:31.365Z,2025-09-15T05:04:40.117Z,stem-scholars,Innovation Prep Academy,sample_text_3908,sample_text_2138,sample_text_4256,sample_text_2938,sample_text_3256,sample_text_467,enterprise,active,2025-08-30T07:37:40.318Z,sample_text_5282,sample_text_7681,sample_text_1616,sample_text_1990,831,masked_l83o27@example.com,555-000-0759,123 Masked St,d27b7e75-faed-4af6-608c-9c2cd88174d7,false,sample_text_5006,sample_text_5336,sample_text_5240,2025-06-25T09:46:30.983Z,2026-03-30T22:32:10.383Z,false,2026-01-10T03:13:14.573Z,6188
4ca6797c-e546-4f8b-df90-dbb08907d99e,2025-12-06T18:32:40.875Z,2026-02-17T12:12:28.948Z,stem-scholars,STEM Scholars Charter,sample_text_6365,sample_text_2149,sample_text_1343,sample_text_3837,sample_text_4983,sample_text_5327,pro,trialing,2026-03-06T07:10:40.474Z,sample_text_7904,sample_text_2007,sample_text_816,sample_text_4257,822,masked_qas5jo@example.com,555-000-4365,123 Masked St,c1fbbe86-632c-44de-bb3c-f199955f2d39,true,sample_text_7004,sample_text_4666,sample_text_4521,2025-09-30T19:24:53.687Z,2025-09-24T07:44:08.616Z,false,2025-09-22T10:02:07.852Z,8621
2bd4f3bc-df4b-49c7-997f-c11868da495a,2025-07-18T18:17:03.529Z,2025-06-09T07:51:54.389Z,stem-scholars,Academy Charter School,sample_text_8397,sample_text_8987,sample_text_230,sample_text_1275,sample_text_9379,sample_text_2553,pro,active,2026-01-01T07:56:42.901Z,sample_text_6474,sample_text_2598,sample_text_2956,sample_text_9857,776,masked_eugeok@example.com,555-000-3682,123 Masked St,435f4d1e-0e0e-4f41-617f-e42a8217dad4,false,sample_text_6050,sample_text_4647,sample_text_8524,2025-07-27T15:17:36.418Z,2025-08-19T15:52:51.434Z,false,2025-06-07T12:01:51.995Z,6636
314cdd92-266e-488d-cf88-6e18f6db8ca6,2025-07-02T07:33:34.790Z,2025-10-23T16:23:20.767Z,stem-scholars,Innovation Prep Academy,sample_text_6243,sample_text_3085,sample_text_6821,sample_text_4754,sample_text_1510,sample_text_6772,enterprise,active,2025-07-17T12:59:31.839Z,sample_text_6650,sample_text_7638,sample_text_6143,sample_text_7083,145,masked_qli23e@example.com,555-000-2758,123 Masked St,38b286e8-a2a8-48b7-5059-18b3cfe5d3dc,false,sample_text_8776,sample_text_1106,sample_text_9486,2025-06-28T07:24:47.837Z,2026-02-19T21:39:25.708Z,false,2025-07-01T02:22:15.546Z,986
930d6afd-4225-4c87-6245-39cb7a7a0d26,2025-07-13T21:37:55.058Z,2026-02-26T15:14:12.664Z,innovation-prep,Innovation Prep Academy,sample_text_41,sample_text_1132,sample_text_5530,sample_text_2808,sample_text_8100,sample_text_908,enterprise,trialing,2025-04-30T13:15:54.781Z,sample_text_226,sample_text_8051,sample_text_2614,sample_text_9979,801,masked_7e43cz@example.com,555-000-9329,123 Masked St,2a5e4b2a-6291-4aca-62cc-70cb42ca7c3e,true,sample_text_2300,sample_text_4693,sample_text_2856,2025-05-07T12:47:27.315Z,2025-04-26T22:46:22.943Z,false,2026-02-01T16:41:00.467Z,5507
b017f20d-2b75-45dd-64d2-722f145a78d0,2025-08-13T02:25:03.854Z,2026-02-01T09:52:10.794Z,innovation-prep,STEM Scholars Charter,sample_text_8356,sample_text_6100,sample_text_2357,sample_text_5156,sample_text_7450,sample_text_9404,enterprise,active,2025-10-27T05:46:47.211Z,sample_text_2952,sample_text_9750,sample_text_6542,sample_text_6875,830,masked_jy5uyn@example.com,555-000-1575,123 Masked St,8eda8b3a-1753-4659-48ce-5ff400cf6471,true,sample_text_7309,sample_text_428,sample_text_8411,2025-04-21T09:03:55.828Z,2025-06-14T07:20:47.203Z,false,2025-07-14T17:37:04.217Z,1943
94519cc1-bdc7-4549-769e-8964efcea7c6,2025-05-03T09:32:11.070Z,2026-04-06T07:17:05.566Z,academy-charter,Academy Charter School,sample_text_3656,sample_text_5804,sample_text_9856,sample_text_6136,sample_text_120,sample_text_5645,starter,active,2025-09-29T20:02:47.733Z,sample_text_8691,sample_text_442,sample_text_7406,sample_text_6180,286,masked_0q8mav@example.com,555-000-3214,123 Masked St,3b9b7b79-7627-447c-7025-c04cec0433c0,false,sample_text_5861,sample_text_1489,sample_text_6519,2025-05-22T22:30:55.330Z,2025-10-15T14:39:25.846Z,true,2025-12-06T04:59:06.489Z,4794
f3e56a9d-701d-4138-17b4-468168466ac1,2026-01-12T05:40:12.347Z,2026-03-09T06:15:03.954Z,stem-scholars,Innovation Prep Academy,sample_text_1876,sample_text_4660,sample_text_868,sample_text_6568,sample_text_15,sample_text_1133,pro,trialing,2026-03-04T00:47:26.782Z,sample_text_439,sample_text_553,sample_text_7058,sample_text_4240,948,masked_hh0atw@example.com,555-000-9962,123 Masked St,8eda8b3a-1753-4659-48ce-5ff400cf6471,true,sample_text_5941,sample_text_6123,sample_text_7491,2026-01-01T08:37:34.596Z,2025-06-21T14:10:57.478Z,false,2026-02-03T16:39:59.253Z,4297
e536d26c-1212-499f-3401-979cc6978147,2026-01-10T23:04:06.698Z,2026-01-09T10:42:17.474Z,innovation-prep,Academy Charter School,sample_text_1111,sample_text_4587,sample_text_6476,sample_text_3017,sample_text_5970,sample_text_5342,starter,active,2025-06-04T23:19:42.935Z,sample_text_4697,sample_text_8930,sample_text_8601,sample_text_605,725,masked_tbnr7x@example.com,555-000-4053,123 Masked St,f94eacd2-e12e-4982-bf96-0317dad951c2,true,sample_text_9618,sample_text_9246,sample_text_8783,2026-01-01T03:13:31.457Z,2025-08-24T16:38:42.023Z,true,2025-08-27T01:37:29.779Z,4263
