id,intervention_id,school_id,student_id,planned_sessions_per_week,planned_minutes_per_session,planned_total_weeks,planned_total_sessions,planned_total_minutes,actual_sessions_completed,actual_sessions_partial,actual_sessions_cancelled,actual_sessions_no_show,actual_total_minutes,session_completion_rate,dosage_compliance_rate,attendance_rate,average_fidelity_score,fidelity_trend,weeks_elapsed,sessions_behind_schedule,minutes_behind_schedule,on_track,average_engagement_rate,dosage_status,inference_flags,first_session_date,last_session_date,next_session_date,computed_at,created_at,updated_at
8412f52b-1b73-492a-d68c-5c2dcc897dcb,5650edea-48a1-43b0-e4d1-f31c189db61d,32a1daeb-123e-4dbe-b622-aea59b73722d,40dc6875-50a3-4da6-8104-124ea7a529fb,362.16,60,344,893,15,667,630,62,876,697,69.87,59.43,71.77,160.84,improving,496,70,114,false,23.95,on_track,sample_text_6156,2026-04-01T20:29:42.785Z,2025-05-18T04:14:36.889Z,2025-08-11T11:23:06.333Z,2025-06-23T16:29:28.536Z,2026-04-07T07:01:51.010Z,2025-12-23T03:54:34.532Z
e25e28c8-9ce1-492b-0e3c-13fe9fcc84ca,f2392f7d-a5b0-4fcc-13a3-f5b494facaed,2e858920-a13b-46d3-3f94-8050bb03f098,3aaad658-14e8-4861-52c9-2341f1d4e7da,845.83,805,259,571,440,450,941,565,958,45,27.4,96.47,84.11,547.24,declining,751,12,895,true,22.64,completed,sample_text_8930,2026-03-27T19:08:39.030Z,2025-06-14T12:20:01.130Z,2025-07-01T06:33:08.542Z,2025-07-30T15:14:46.621Z,2025-09-25T21:44:40.760Z,2025-07-05T13:38:42.950Z
6f50e572-9a01-49b9-5ace-7ff07912bdf5,f3245852-12e5-4379-8a66-102c2f3b17dc,4f68cba7-6170-4ab1-21f9-a7a23a74f8c0,9a9475d1-a832-46dc-d803-59feef06073e,360.91,918,408,107,248,714,720,827,153,667,18.16,37.69,60.09,951.66,declining,983,856,201,true,25.28,behind,sample_text_2075,2026-03-18T04:06:59.480Z,2025-12-04T08:51:31.329Z,2025-08-11T14:57:17.462Z,2025-08-28T20:50:56.026Z,2025-08-06T01:35:42.589Z,2025-12-08T15:04:54.020Z
c383a1ae-dba3-4bad-6192-16bc64176079,ba7a4b0f-ab5c-4d6a-5299-a5cc023c573d,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,60bb9abd-ad4f-43fe-d09e-d416a48001a5,224.55,94,238,700,308,288,966,488,912,567,32.28,96.39,25.41,401.64,declining,126,277,981,true,73.6,not_started,sample_text_9120,2025-10-15T22:54:40.050Z,2026-01-11T07:32:01.786Z,2025-04-24T01:29:28.968Z,2026-03-29T10:39:16.169Z,2025-06-01T09:01:44.351Z,2025-04-30T15:09:34.138Z
ad2bf3d4-4dcd-42cf-fc03-faf86a0456e2,a9d01c6e-83df-4c25-d0c3-0543543bbe63,f902ac6e-7076-46f8-2ee0-d0970401682b,7e33c19d-304d-44cf-6308-c84646b5b9b6,934.15,44,776,417,342,48,339,75,629,977,12.85,25.29,27.03,781.68,declining,447,133,14,false,99.71,completed,sample_text_2280,2025-04-29T13:45:43.091Z,2026-02-07T23:36:32.240Z,2026-03-30T17:33:42.347Z,2026-02-15T08:53:53.731Z,2026-01-08T12:15:58.177Z,2025-06-25T18:33:01.496Z
c92bffdd-fa4b-4c2d-1175-449bd7fcb76f,36a2bd98-8d6a-422c-04cc-be071c7128f3,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,5bcd0cf0-44a3-4e73-1c78-3d3c73e703b3,966.9,972,798,986,170,606,139,541,160,794,46.15,87.2,68.29,638.42,declining,591,922,963,false,1.91,not_started,sample_text_8582,2025-07-03T08:58:01.825Z,2026-02-19T12:52:13.817Z,2025-08-15T00:32:17.814Z,2025-08-07T03:15:53.792Z,2025-06-07T19:21:33.472Z,2026-03-30T11:39:43.151Z
2e185a16-12fb-442c-2ad4-d24720e81370,e5536f1d-70a4-4729-c482-8f7e415dd89b,fe4720c1-f369-4760-b122-6b324f08f3a3,26241fc8-1326-4f27-2a84-eb284a0bd4ba,954.87,159,749,97,170,886,215,22,744,142,5.24,9.98,49.29,921.54,declining,505,472,899,true,71.47,completed,sample_text_2729,2025-09-28T08:36:03.856Z,2026-02-07T23:09:32.020Z,2025-12-02T20:52:39.867Z,2025-04-14T20:40:47.831Z,2026-01-07T00:22:37.634Z,2025-09-20T08:22:34.009Z
9b27412a-0b24-4813-b80d-45b3eae2e80c,81bdd85f-842c-462f-80f2-77e9a08b68bb,16c0f045-ad9e-4d23-8922-374a2534b914,7e33c19d-304d-44cf-6308-c84646b5b9b6,758.15,110,478,286,721,628,760,707,557,242,79.15,13.54,21.72,767.67,stable,400,272,116,false,73.48,completed,sample_text_6507,2025-05-16T16:47:18.651Z,2025-09-01T16:19:44.006Z,2025-04-12T11:53:55.152Z,2026-01-28T06:20:28.691Z,2025-06-18T18:49:22.620Z,2026-03-28T02:59:19.776Z
adb1b62e-0917-4d82-9920-0402b9b41280,02921be7-21ab-4274-eb8c-fd17367ef932,343e4691-d779-4742-a9b6-c828fbb55b61,c679812d-8719-424c-f810-c17bf20e8d10,151.44,169,254,631,741,343,537,769,295,422,45.55,12.15,12.67,444.09,stable,43,948,910,false,46.15,completed,sample_text_876,2025-08-30T02:56:36.326Z,2026-03-01T10:01:17.319Z,2025-11-14T13:41:00.951Z,2025-06-22T05:40:37.345Z,2025-06-27T21:10:48.672Z,2026-03-12T05:32:37.664Z
c72565f5-8bb4-4f94-46a5-6b0ef95632ec,e4e629c5-87d4-4ff9-a454-60a9e53957d8,f3e56a9d-701d-4138-17b4-468168466ac1,0519f110-4080-47f1-0e4d-53c0e3b18659,462.2,649,532,595,164,732,902,242,912,301,58.78,13.81,88.82,86.67,declining,504,532,582,true,54.84,completed,sample_text_7465,2025-09-12T08:22:30.523Z,2025-07-08T22:27:45.748Z,2025-10-27T17:25:47.940Z,2026-01-20T16:21:27.507Z,2025-05-19T01:52:09.279Z,2025-09-28T12:34:22.821Z
793043b5-0426-41f7-5515-aac732fa5497,6e60c3c1-79e3-49f2-3701-c8f0fce81cb1,c8bf5171-97bd-4a3c-df89-c4059e1474e2,19b0ce65-5cea-46af-9685-0855cb090984,778.33,330,259,208,655,944,803,430,409,636,27.66,47.78,44.08,971.75,improving,345,231,559,true,97.55,discontinued,sample_text_4139,2025-07-21T18:10:31.799Z,2025-07-17T17:00:34.612Z,2026-03-01T09:41:57.523Z,2025-06-15T16:42:22.804Z,2025-10-26T01:39:29.566Z,2025-09-22T23:17:21.986Z
050f9f80-d2f6-43a8-f9e5-349e16c4d60a,b67c6dd5-03b5-49d6-f6fa-91a5dcce714c,73370ee3-24e1-494c-b530-e79710873eeb,60bb9abd-ad4f-43fe-d09e-d416a48001a5,287.86,567,184,307,414,993,752,495,957,455,49.5,96.86,93.87,206.66,stable,258,157,169,false,3.19,completed,sample_text_3594,2025-08-07T19:30:32.360Z,2026-03-11T07:23:56.786Z,2025-08-19T09:06:31.910Z,2025-11-22T18:03:18.448Z,2025-12-22T08:23:05.223Z,2025-09-03T14:23:53.548Z
1a45e820-c535-49e6-0be4-54db880f7b73,392790ab-50ca-414f-ce4a-09dadfaa0790,eb97341d-2385-4175-9a86-c3256608e18e,5354d00b-34f0-4a88-58d4-8decde6ce2ee,940.46,141,677,423,538,828,507,361,1,600,80.89,8.06,99.82,8.26,stable,336,117,434,true,21.15,critical,sample_text_8271,2025-09-10T02:12:17.315Z,2025-07-22T21:49:21.601Z,2026-04-05T20:38:50.378Z,2025-11-27T22:41:35.741Z,2025-06-24T05:09:37.083Z,2025-11-29T16:34:52.423Z
1efd47c4-3e48-42df-4d33-d1a59e8cca4f,6f646e24-7167-4f14-1525-7476ae2c26ef,10539e4e-19ad-49ff-5fb1-13c6a13a9cc0,73e655b7-927f-4010-5d38-ed87d5958465,866.67,622,492,255,471,472,581,522,442,603,21.17,87.99,32.12,225.93,declining,973,149,581,false,63.59,critical,sample_text_5341,2025-08-09T17:33:29.676Z,2025-04-20T17:24:09.927Z,2026-03-08T17:33:28.307Z,2025-09-03T06:07:25.043Z,2025-09-25T22:39:26.320Z,2025-05-30T03:21:58.356Z
3609eea3-7f6d-4775-e897-00348bc76388,0fe15401-d8c6-475b-c190-0d88ceee9427,b017f20d-2b75-45dd-64d2-722f145a78d0,4b7cf6ad-bee5-43d3-4470-e6643cf6983e,35.69,298,232,890,696,294,398,55,207,618,42.57,29.46,55.29,478.12,improving,128,961,307,false,26.28,behind,sample_text_152,2026-03-23T21:40:21.374Z,2025-12-30T03:12:46.361Z,2026-01-30T01:24:40.267Z,2025-07-19T19:59:41.546Z,2025-11-10T16:29:33.608Z,2026-02-25T23:54:39.860Z
eb62e4a1-ed8f-4b24-073b-644da148a595,22a0a6d0-f90a-40bf-5c2c-2c0d989b6a0d,921679af-a07e-442d-b254-00f81e5f665d,40dc6875-50a3-4da6-8104-124ea7a529fb,920.37,289,737,712,815,871,277,316,365,94,13.99,97.92,50.57,278.92,improving,763,735,491,false,89.77,not_started,sample_text_9982,2025-10-14T00:39:59.785Z,2026-02-18T00:56:45.671Z,2025-04-23T15:23:58.400Z,2025-11-27T20:59:40.483Z,2025-10-31T07:41:47.954Z,2026-03-05T01:21:42.346Z
d4adbbde-e841-488f-2b4d-094d5e4777a3,093f659d-b7ea-45cd-f8d9-33ac23698fa0,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,44e91cce-ea65-438a-461a-9f0cf86acc81,535.27,479,462,91,83,240,656,778,193,673,66.23,52.69,36.03,271.49,declining,790,458,412,true,91.11,behind,sample_text_4037,2025-06-27T03:10:44.465Z,2026-02-03T20:19:03.932Z,2025-06-07T07:44:32.681Z,2026-02-27T11:27:55.241Z,2025-12-16T02:34:38.869Z,2026-03-19T20:20:29.236Z
7f45a22c-a7c9-4da2-ab71-1dd77634c726,a9d01c6e-83df-4c25-d0c3-0543543bbe63,13f8f388-7de1-4383-f922-a0d8a397e76c,3aaad658-14e8-4861-52c9-2341f1d4e7da,599.24,519,416,140,931,503,656,630,799,759,53.94,38.01,56.09,584.05,stable,659,454,508,false,60.91,completed,sample_text_5168,2025-05-19T22:14:20.496Z,2025-06-11T15:18:57.922Z,2026-03-16T11:32:01.431Z,2026-01-11T10:13:09.770Z,2025-11-26T15:26:45.325Z,2025-07-26T12:22:46.249Z
25917cd4-ea41-4655-1336-ef471199b107,ddaebb0c-208f-4c1d-99d6-3c94ad714d88,661bcb95-f84e-4871-e1c4-675bf8171439,72ea06ea-6647-4b34-faa9-4b6acc59b996,537.49,623,939,666,98,890,381,49,496,363,92.42,94.2,51.82,705.13,improving,581,779,790,false,3.15,completed,sample_text_3575,2025-12-11T20:21:56.201Z,2026-04-02T19:47:29.921Z,2025-11-09T03:48:06.377Z,2025-08-02T23:08:51.359Z,2025-12-16T01:08:07.320Z,2026-01-14T15:43:35.390Z
bddb77b4-1038-4e5b-624c-4af70ceb580b,e4ebc728-43de-4dc6-8cfd-0a6e04ab4faf,8fcce2e7-79c7-439d-1c00-1a62a46a56f2,3e334f12-6fd2-4fbe-3f23-a1309343356d,554.78,625,83,656,239,653,919,315,461,937,25.88,80.14,34.82,711.92,declining,728,238,458,false,42.77,not_started,sample_text_5824,2026-01-15T09:12:56.995Z,2025-09-10T03:03:08.011Z,2025-10-15T11:15:07.970Z,2025-11-09T16:13:34.469Z,2025-07-21T23:31:58.683Z,2025-09-01T15:35:13.222Z
bc2f230f-a517-457a-b2eb-6d9e220941ff,4802aca5-84c1-4dec-bcdf-1d631717991e,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,dc5c38cd-11bd-4d48-b540-0659ffe8f55b,150.3,119,485,332,6,89,846,172,389,300,27.7,28.55,78.55,296.32,stable,123,447,69,true,93.07,completed,sample_text_1265,2026-02-17T12:57:37.848Z,2025-06-16T15:36:50.999Z,2025-09-25T13:43:53.117Z,2025-10-04T23:02:32.686Z,2025-12-22T11:34:01.131Z,2025-09-11T19:51:40.542Z
cd4b5210-94a6-4770-c9d5-c4cadc2f8aea,7cd8bff5-4341-4461-ae03-af249bc974f9,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,cd807608-c28a-4e54-37b1-20305ffdcd5c,558.02,644,69,809,100,703,80,911,250,808,21.68,30.19,58.95,896.08,stable,421,165,601,true,61.82,on_track,sample_text_4817,2026-02-26T01:15:32.151Z,2025-09-16T22:05:34.232Z,2025-10-03T09:12:55.853Z,2025-06-13T14:26:42.512Z,2025-12-28T21:48:56.615Z,2026-04-07T00:23:54.312Z
b3375b7b-bbf0-4de4-c152-dbded5616f3d,ba7a4b0f-ab5c-4d6a-5299-a5cc023c573d,7cc152ca-2334-4efd-8c58-4327009bcdb6,152072c0-f075-4a77-bebe-aaa40d5c36c5,602.24,587,632,262,11,671,123,482,832,965,45.58,51.29,25.06,42.33,declining,364,731,735,true,17.05,completed,sample_text_7037,2026-03-22T17:01:41.820Z,2026-01-14T21:11:55.861Z,2025-07-29T03:13:27.146Z,2025-05-10T11:26:49.093Z,2025-09-20T19:31:34.304Z,2025-07-17T00:22:52.271Z
896b341d-97ce-4430-0c54-c8f2cb7a7902,1324442d-05e7-4e13-b8ac-4c2aea5d1728,f56bd850-ae1d-4c12-1f67-ecd289df1620,a37257b2-9391-4433-6110-687c09f379ec,388.73,376,114,944,496,329,459,998,396,112,2.48,50.6,20.91,197.19,declining,393,84,756,true,21.09,behind,sample_text_3692,2026-04-01T02:06:15.698Z,2025-06-12T19:18:06.235Z,2025-07-05T15:13:49.313Z,2025-05-13T18:47:13.640Z,2025-06-14T19:39:30.381Z,2025-10-23T17:19:31.186Z
bd5c1224-b08e-4f71-0d40-aa8d02bc51af,6fb8d879-d8bc-47e9-d75c-868c65e4b80e,c8bf5171-97bd-4a3c-df89-c4059e1474e2,3e334f12-6fd2-4fbe-3f23-a1309343356d,793.67,712,468,362,729,449,682,217,914,715,89.85,62.85,83.02,87.43,improving,682,437,92,false,52.23,discontinued,sample_text_704,2025-12-14T08:30:11.327Z,2025-09-11T18:05:56.704Z,2025-12-09T14:22:03.915Z,2026-02-19T16:54:43.860Z,2025-06-10T11:14:19.596Z,2026-01-31T02:57:24.962Z
16e1cfdc-f7f6-4556-afd4-9ea0e7e60c57,5650edea-48a1-43b0-e4d1-f31c189db61d,c0b731c7-72d6-4cbc-7d82-0603fe27478a,440eba09-b8a9-4df2-7ce2-88916df0536d,490.83,165,999,179,172,937,536,140,559,818,34.78,21.1,73.93,634.96,improving,718,270,694,false,12.03,completed,sample_text_1501,2025-11-29T16:56:45.749Z,2025-04-19T12:15:34.062Z,2026-01-13T12:05:01.516Z,2026-03-08T11:41:22.229Z,2026-01-30T09:54:01.757Z,2026-02-17T20:00:14.704Z
f4d18e84-0bbc-4a84-97b2-bcbf053830e8,ddaebb0c-208f-4c1d-99d6-3c94ad714d88,94519cc1-bdc7-4549-769e-8964efcea7c6,440eba09-b8a9-4df2-7ce2-88916df0536d,457.69,555,796,442,353,127,117,54,699,63,18.52,56.77,1.77,344.58,declining,889,934,813,false,12.85,not_started,sample_text_665,2025-12-07T10:15:18.352Z,2025-05-15T00:08:50.013Z,2025-12-07T13:23:16.231Z,2025-10-28T19:06:32.347Z,2025-04-13T07:14:39.278Z,2025-11-14T07:36:17.640Z
7bd237ca-6db4-4db1-00e8-a904d3a24c32,1b16683a-98b0-4954-e675-86e26360065f,615ffcad-04ca-4584-4505-45cbefd50d58,0ba497e7-4a6e-4b40-b8d5-7f23952ad2cd,958.41,700,935,498,57,559,169,106,502,475,28.29,66.49,11.55,158.83,stable,696,127,330,false,64.8,on_track,sample_text_2454,2026-03-03T17:45:58.191Z,2025-07-24T09:02:50.952Z,2025-07-05T14:29:03.924Z,2026-04-07T15:06:29.681Z,2025-11-05T08:34:32.442Z,2025-11-02T21:53:14.216Z
31e9e9ea-055d-42c4-c4ff-a5b59dacb5c4,4eb401f1-2970-4058-6e97-a97a6fb8e8b7,820e0d69-1dec-4fa2-7dff-4973e37417e7,36fa19ad-37fd-44f9-4a36-73f18ecfe5f4,160.75,605,729,682,688,136,85,787,694,219,79.2,93.94,71.45,371.2,improving,885,687,749,false,20.7,on_track,sample_text_5259,2025-08-19T16:22:17.861Z,2026-01-24T09:00:34.700Z,2025-08-06T08:03:04.481Z,2026-02-13T11:37:15.576Z,2025-06-10T21:53:19.039Z,2026-02-01T05:49:07.439Z
9bd3ccdd-a959-4093-c145-05d25be0ba20,e2e17755-5579-455b-5775-badd073cd6e2,5b1b6bbb-ac85-477d-9a11-d480281a4b21,98dc63d7-8988-4ff8-b7ca-2ab8d1f39352,156.73,998,714,793,839,693,967,916,207,321,49.13,26.23,37.12,553.23,declining,842,93,868,true,73.08,on_track,sample_text_9735,2025-09-15T09:24:30.313Z,2025-04-26T18:57:13.808Z,2025-08-08T14:10:38.794Z,2025-12-11T10:24:15.338Z,2025-08-28T16:21:49.579Z,2025-05-17T21:51:51.973Z
fa396dcb-24a8-4caa-02b3-194e16690707,9bc1579d-9568-426b-e472-0da17f977ab5,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,230051a7-77f6-49c9-6d7a-c1c341da56c9,104.91,621,850,596,537,646,100,389,467,556,41.57,75.68,84.22,141.55,improving,714,930,649,true,63.64,on_track,sample_text_4925,2025-10-22T17:25:25.875Z,2025-09-24T06:15:06.324Z,2026-01-07T19:40:54.345Z,2025-05-06T08:50:00.172Z,2026-03-15T11:05:26.976Z,2025-07-03T04:48:33.797Z
27c8e9bb-08e6-40b9-f682-4120e9a3f96c,a27d74e2-2d9c-4728-84c3-cf4dbccaa5ee,59faa8f0-e266-467f-aa62-7fd97008cad7,74996144-2438-4454-03fb-d777b4c9db8b,48.77,728,341,660,274,808,703,859,492,164,62.41,15.74,78.85,427.45,declining,369,957,892,false,63.35,on_track,sample_text_4301,2025-05-16T08:18:11.768Z,2026-01-05T11:48:13.161Z,2026-03-18T21:02:36.087Z,2025-09-22T04:27:33.883Z,2025-06-28T13:13:39.474Z,2025-07-18T20:08:02.462Z
19f50539-8299-47e1-b986-8ff8cfd84abf,8f80124e-7fab-4583-99a9-6b1f15ac293c,aed83b90-feeb-480d-e57c-176768104c81,7e8ad38f-d17c-4824-3c91-c8579a6b5e5f,649.99,345,656,741,806,795,325,180,530,507,45,74.01,48.15,730,improving,897,915,236,false,58.78,discontinued,sample_text_0,2025-11-13T22:02:38.049Z,2026-03-19T07:15:57.587Z,2026-04-05T22:13:18.332Z,2025-11-27T15:40:46.191Z,2026-03-28T04:41:22.302Z,2025-06-22T13:44:12.769Z
bb5c6234-2424-4614-f516-caa66f8a1b0d,ec3dd584-9571-48a4-dbfd-905d9bdad20d,76fb7096-3d5c-4180-3013-e7a55c8b02bb,43a0c009-5096-4beb-ceb2-2e90d29fa6d1,222.68,494,362,997,167,970,866,865,760,910,87.55,74.05,13.3,41.87,improving,518,62,740,true,38.63,critical,sample_text_3866,2025-06-19T07:19:59.349Z,2025-08-18T16:45:20.063Z,2026-03-28T23:44:39.147Z,2025-06-19T02:33:19.449Z,2025-10-01T08:01:13.802Z,2026-04-05T22:54:10.058Z
e9ca06c4-c751-4f87-85ba-378c8c9cf213,8445b8d0-fa6a-4454-0ffa-e73de69b3697,13f8f388-7de1-4383-f922-a0d8a397e76c,19b0ce65-5cea-46af-9685-0855cb090984,277.12,427,495,528,652,732,537,242,839,624,11.56,36.48,44.75,952.35,declining,542,400,33,true,80.29,completed,sample_text_1493,2025-10-25T17:01:28.655Z,2026-03-16T01:52:19.134Z,2026-01-26T22:30:50.290Z,2025-12-04T17:24:29.439Z,2026-03-20T12:08:17.374Z,2026-02-19T15:06:51.915Z
456e2783-a1cc-42f7-5aa2-5c9c157482c9,3821dac3-4b74-4883-4b91-de100fbd6258,2e842555-494e-4eac-25b2-d2a4430cc9ed,8ec11999-7a20-466e-84f7-f134e29d20eb,413.85,109,665,353,654,632,615,147,126,32,2.88,57.46,60.1,611.6,improving,423,552,140,true,73.9,on_track,sample_text_8815,2025-04-21T04:37:11.645Z,2026-04-05T03:00:19.549Z,2025-10-20T12:26:29.474Z,2025-12-30T02:46:12.638Z,2025-10-11T05:48:41.949Z,2025-10-29T09:33:27.551Z
3b59167e-cdcf-4063-cee2-4a4b87959887,6db61a4b-84a8-461f-cebe-88f07baaac2d,4f68cba7-6170-4ab1-21f9-a7a23a74f8c0,73e655b7-927f-4010-5d38-ed87d5958465,410.3,156,139,559,743,317,216,581,179,774,33.39,31.19,21.81,915.56,declining,938,204,488,false,1.04,on_track,sample_text_2981,2025-11-05T09:56:08.540Z,2025-11-13T14:45:03.449Z,2026-01-07T10:34:15.392Z,2025-07-29T09:49:07.317Z,2026-03-27T06:57:04.428Z,2025-09-26T05:20:10.674Z
dad76651-e594-488c-1e45-d43acb84555c,22cc6a8f-9b50-4313-a8c9-a3c43b392d05,1eca3985-996e-497f-4644-294968d742b8,44e96aef-1775-4e8c-e285-02e0cadba8e3,658.82,331,476,134,341,976,939,63,990,758,71.1,88.36,57.73,741.32,improving,765,861,130,true,27.74,discontinued,sample_text_3464,2025-08-19T10:01:43.731Z,2025-09-03T16:19:08.203Z,2025-09-15T03:34:05.652Z,2025-08-06T18:41:08.506Z,2026-03-06T16:35:16.347Z,2025-11-06T05:03:32.052Z
ad39c332-9696-4d27-7795-75f18863d1ab,3e90a57e-4981-458b-1a9c-b59ffc169491,f56bd850-ae1d-4c12-1f67-ecd289df1620,f3bdc0f5-709a-4443-3bcd-690202dcd619,629.48,429,247,923,588,978,533,284,204,530,66.04,72.87,18.4,373.03,improving,276,420,611,true,58.96,behind,sample_text_3520,2025-05-08T18:30:35.080Z,2026-03-29T12:55:47.923Z,2025-08-01T08:20:04.560Z,2025-09-07T17:05:31.158Z,2025-09-11T06:48:26.986Z,2026-04-02T17:40:03.408Z
a8b78004-5d23-43e4-c2c6-af21b2064c56,354a8aed-8ff3-48d7-00fd-76a6427a85cc,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,7abd7935-415a-4e5c-0200-73c72eee9749,928.5,50,879,396,305,470,346,490,476,471,48.55,15.75,78.62,927.14,improving,224,930,729,true,23.55,behind,sample_text_1175,2026-04-04T21:04:46.859Z,2026-01-10T15:13:17.611Z,2025-05-05T19:44:56.829Z,2025-10-23T22:04:15.553Z,2026-04-04T01:50:39.057Z,2026-01-25T17:05:33.534Z
7cab1d74-8135-409f-0e4c-55705f54b32a,02921be7-21ab-4274-eb8c-fd17367ef932,59faa8f0-e266-467f-aa62-7fd97008cad7,4335fda9-afa6-493e-0026-1aa0263939a5,50.78,385,634,741,94,390,926,436,160,861,31.5,85.06,33.78,728.79,improving,607,875,252,true,68.51,not_started,sample_text_51,2025-08-25T14:17:33.593Z,2026-02-11T23:54:32.739Z,2026-04-11T04:05:24.238Z,2026-03-24T05:31:34.030Z,2026-03-28T17:20:39.594Z,2025-05-25T09:38:07.234Z
06f40653-1f62-4a75-3998-349263ea655b,e0b5f5e4-afd9-462e-ec04-fb5455b210a3,76fb7096-3d5c-4180-3013-e7a55c8b02bb,440eba09-b8a9-4df2-7ce2-88916df0536d,323.44,451,466,334,147,398,964,540,724,570,48.26,43.89,92.85,821.54,improving,153,806,564,false,43.11,behind,sample_text_7636,2025-12-15T18:17:14.059Z,2025-05-02T09:47:18.887Z,2025-09-11T15:19:49.147Z,2025-06-20T10:08:58.945Z,2025-05-11T19:29:02.131Z,2025-09-14T08:40:53.282Z
d5dc9fe6-f759-4d0b-bf07-7038b5caace4,e5536f1d-70a4-4729-c482-8f7e415dd89b,73370ee3-24e1-494c-b530-e79710873eeb,a9f9f807-e129-4f29-9091-c45f8770da1a,72.43,196,485,243,704,758,895,83,925,713,7.59,84.52,40.26,962.25,stable,477,963,936,true,43.61,discontinued,sample_text_4420,2025-05-14T03:14:24.632Z,2026-01-03T20:25:11.483Z,2025-08-04T11:30:28.806Z,2025-04-21T06:28:47.909Z,2026-01-13T19:37:28.947Z,2025-06-28T05:42:10.395Z
56230a87-dbac-4153-cf3d-9bd6f4827116,9bc1579d-9568-426b-e472-0da17f977ab5,7e8192d3-756a-4974-209e-dc1ea1cca26e,4459d0bc-ac12-45e0-2241-37b73184e150,356.39,663,939,46,860,225,816,221,589,860,21.99,75.25,16.93,382.42,improving,729,78,614,true,91.17,completed,sample_text_6729,2025-07-06T23:10:36.112Z,2025-07-13T04:15:00.805Z,2025-12-16T22:47:45.812Z,2025-07-05T01:14:20.800Z,2026-01-19T21:49:44.315Z,2025-07-31T04:04:47.013Z
e0772c84-c8e8-43e9-34ce-2f199e23bd54,5859fef3-05c8-484e-150b-75f6cf06c810,13f8f388-7de1-4383-f922-a0d8a397e76c,857fcefe-5faf-4a3c-df5d-917321d0ed26,845.18,666,567,121,241,558,163,210,760,670,47.59,64.87,78.25,369.84,stable,581,630,638,true,40.5,behind,sample_text_5895,2026-03-01T05:55:00.592Z,2025-05-15T15:14:10.269Z,2026-02-13T19:36:26.692Z,2025-08-02T05:20:12.895Z,2026-02-05T05:11:24.817Z,2025-07-03T08:10:44.898Z
1481033b-b8a2-4e32-7159-9ff256a555be,0660e705-3f95-4fd9-a41a-321262e51eb3,e394ca10-b5a0-45cc-8730-3524aff8641a,63b3d997-8d4b-4027-f32c-5ba74efdff76,309.13,496,377,891,575,414,524,549,660,595,84.21,70.66,59.92,895.75,improving,969,931,967,true,21.92,on_track,sample_text_8245,2026-02-27T04:28:23.183Z,2026-03-10T00:49:59.793Z,2026-03-17T06:25:25.026Z,2025-09-09T20:37:12.744Z,2025-06-30T06:43:56.322Z,2025-09-09T21:34:43.074Z
b11dbd12-be5a-47d5-44ec-14b176e56d1d,02921be7-21ab-4274-eb8c-fd17367ef932,1c4d8e9f-05af-4567-fc15-60738335dd73,36fa19ad-37fd-44f9-4a36-73f18ecfe5f4,516.11,466,636,348,262,957,899,473,874,455,18.22,8.4,96.58,634.01,improving,256,73,982,true,53.37,on_track,sample_text_4551,2025-05-09T02:58:48.400Z,2026-03-05T07:20:08.644Z,2025-10-25T20:28:47.601Z,2025-06-23T04:09:59.798Z,2025-05-06T14:50:34.641Z,2025-06-04T09:26:58.254Z
5f343152-932f-42cf-8831-aab264890d86,ec3dd584-9571-48a4-dbfd-905d9bdad20d,00e48b05-b6cb-410f-1525-6668c44bdb40,40dc6875-50a3-4da6-8104-124ea7a529fb,64.37,858,595,685,92,967,488,757,262,685,37.27,14.05,0.95,880.62,improving,276,259,429,true,6.37,behind,sample_text_6091,2025-11-29T19:13:36.128Z,2026-01-28T13:35:46.583Z,2025-09-22T21:30:18.237Z,2025-07-08T21:52:00.733Z,2025-06-01T02:09:59.783Z,2025-11-08T19:15:03.688Z
e4f97dcc-3127-460b-c854-51a378f114ba,2816ccd1-fce4-4fb5-0fbb-dfb23ed54240,3f4d6f7d-05f7-4310-de9f-ae93e46984db,0519f110-4080-47f1-0e4d-53c0e3b18659,553.67,389,768,243,659,419,296,297,420,97,76.12,47.96,65.62,19.25,declining,514,753,437,false,53.41,not_started,sample_text_3560,2025-06-26T07:35:56.717Z,2026-04-05T14:21:22.298Z,2026-01-02T19:19:23.410Z,2025-07-12T17:30:38.623Z,2025-07-06T08:40:14.227Z,2026-03-08T17:56:54.002Z
75ffe7b7-1441-41d3-c37c-fccb47c3e45f,36a2bd98-8d6a-422c-04cc-be071c7128f3,615ffcad-04ca-4584-4505-45cbefd50d58,2f04b13c-c50c-4de2-5f7d-f7ef75d312f1,888.84,822,624,307,275,377,923,709,594,269,93.2,42.56,51.7,740.24,declining,540,247,182,true,73.03,on_track,sample_text_5377,2025-10-18T03:12:06.363Z,2026-01-05T21:46:05.568Z,2026-02-17T01:11:36.704Z,2026-02-10T03:39:33.486Z,2025-11-29T06:56:23.875Z,2025-11-11T13:07:56.972Z
