id,student_id,school_id,attendance_rate,attendance_trend,days_absent_last_30,chronic_absence_flag,gpa_current,gpa_trend,math_assessment_pct,reading_assessment_pct,assessment_trend,proficiency_level,growth_percentile,missing_assignment_rate,missing_assignments_count,total_assignments_count,assignment_trend,behavior_incident_count,behavior_incident_trend,suspensions_count,engagement_score,data_completeness,last_sis_sync,last_lms_sync,last_assessment_sync,computed_at,created_at,updated_at
57b7046f-9a6a-444a-5b21-7a78b2f8f540,4459d0bc-ac12-45e0-2241-37b73184e150,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,46.41,187.09,551,false,563.73,697.35,540,604,839.92,373.4,945,60.46,2121,5011,576.05,8172,712.88,7933,76.34,204.94,2025-07-22T19:07:36.379Z,2025-11-15T09:54:51.597Z,2026-02-18T21:18:43.799Z,2025-09-02T19:38:30.872Z,2025-08-29T14:56:06.064Z,2025-07-12T07:30:39.888Z
afb0870c-96b9-4412-1254-0445c4e2c732,5cca90e9-35ef-4b60-da97-176e79a801fd,930d6afd-4225-4c87-6245-39cb7a7a0d26,34.41,978.64,44,false,94.82,348.89,63,938,677.98,629.14,833,89.39,6338,5026,177.76,2032,633.09,1113,962.72,115.79,2025-04-29T22:55:42.390Z,2025-08-20T05:46:10.809Z,2025-10-27T00:04:53.420Z,2025-12-16T07:56:08.694Z,2025-07-25T05:12:03.451Z,2025-05-25T11:52:27.015Z
387f0c52-a72a-452f-a725-22eae3d5d1ff,a9f9f807-e129-4f29-9091-c45f8770da1a,343e4691-d779-4742-a9b6-c828fbb55b61,98.89,750.86,5,true,446.32,658.61,522,879,78.99,107.06,567,44.64,4459,7812,686.21,8934,980.36,209,666.78,201.22,2025-10-20T01:28:42.198Z,2025-05-23T11:41:15.328Z,2025-10-08T19:42:17.151Z,2025-12-06T04:19:18.006Z,2025-07-23T02:23:42.606Z,2025-08-24T14:45:54.471Z
2fd52866-f412-4d0c-706d-44b808253dc2,44e91cce-ea65-438a-461a-9f0cf86acc81,fecc715c-91cf-4144-4e6d-27d53565cfa5,83.01,313.04,6,true,105.02,707.58,403,149,935.91,972.07,804,55.89,4111,725,242.06,8133,960.99,7780,985.33,622.51,2025-12-20T09:57:17.000Z,2026-02-21T16:22:27.820Z,2025-11-16T09:33:19.824Z,2026-03-18T15:26:05.967Z,2025-06-29T02:03:44.643Z,2025-06-01T21:27:44.163Z
849838cb-dbf8-4292-431f-32fa1e40cc7e,2d6bfb42-752b-4b9d-3444-de223d3aae60,820e0d69-1dec-4fa2-7dff-4973e37417e7,77.92,504.05,860,false,115.48,82.19,606,41,786.06,267.7,23,38.24,4838,1483,745.52,5958,700.76,8561,453.58,677.64,2025-10-30T09:28:02.765Z,2025-12-23T12:17:00.933Z,2025-10-14T11:30:40.672Z,2025-08-01T00:40:25.186Z,2025-05-13T08:35:56.572Z,2026-03-24T09:34:39.862Z
6cdb2266-c368-4145-af5d-09061f0169bf,09e8d1ef-f5f0-41fa-38f3-10bac079d03c,521d1584-627e-495f-893e-82a12f5344be,13.62,622.18,769,false,245.7,981.38,17,323,426.88,893.2,873,54.25,3299,673,31.22,6261,912.34,5938,556,254.84,2025-11-24T04:45:38.470Z,2026-03-09T10:57:53.937Z,2026-02-06T22:30:56.428Z,2025-08-03T20:12:28.196Z,2025-09-15T18:28:07.004Z,2026-03-29T10:54:54.594Z
3889b892-daa6-4a57-2f05-e87e874efb3a,5ad3d718-54d7-4cd2-1fcf-87aea33287e9,291d99ad-c85c-4557-8915-25527607d5cf,80.67,703.76,721,false,748.1,360.6,947,822,429.39,453.66,612,77.6,6075,179,440.44,9338,294.58,2339,72.3,338.75,2025-10-05T04:08:04.012Z,2025-08-25T20:07:47.632Z,2026-04-09T00:04:08.335Z,2026-03-08T17:56:15.256Z,2025-05-28T14:01:34.323Z,2026-03-21T22:37:59.715Z
76c6ae81-e144-4789-51b5-3f9e11ec464d,3e4e588f-bb13-48f9-ae27-231d699b174f,3f4d6f7d-05f7-4310-de9f-ae93e46984db,72.31,355.4,147,true,651.62,439.43,449,228,696.23,64.31,270,21.67,5410,9802,366.96,5767,678.65,5867,990.21,988.54,2026-01-12T03:42:57.348Z,2025-11-04T13:59:15.478Z,2025-12-16T14:03:43.102Z,2025-05-01T00:32:52.481Z,2025-12-21T12:04:08.848Z,2025-06-07T11:35:18.042Z
4cc03c7d-3ddd-40ab-037c-e6075aef48ed,152072c0-f075-4a77-bebe-aaa40d5c36c5,545d1106-2b34-4e12-24da-7673253ca1d7,26.61,453.19,93,false,471.69,867.37,44,502,919.61,972.74,218,15.67,954,2491,582.23,7230,378.79,5654,565.38,750.71,2025-09-04T14:35:53.357Z,2025-08-12T10:33:39.767Z,2025-09-29T03:16:18.560Z,2025-10-25T07:59:14.892Z,2025-11-23T06:53:44.741Z,2026-01-13T11:16:03.688Z
000cba7c-4895-425a-a6a9-dcd6cb0257f6,cfed3b67-1de3-46ea-e76f-c89d08ec289a,76fb7096-3d5c-4180-3013-e7a55c8b02bb,84.21,126.77,863,true,501.19,527.19,707,105,847.37,740.13,816,56.18,1233,4840,486.35,9024,856.21,6840,17.12,804.43,2025-12-31T09:58:40.656Z,2025-09-21T12:40:54.888Z,2025-08-15T06:53:49.653Z,2026-02-17T11:33:17.830Z,2025-06-14T02:06:36.411Z,2025-12-20T07:15:28.202Z
0cc1f754-3940-4d24-62ce-0ace4f9df050,73e655b7-927f-4010-5d38-ed87d5958465,7d85b267-ac94-499b-94c1-eff3632a4d8b,68.41,21.87,305,false,303.53,788.41,164,959,916.79,769.46,644,82.59,2756,8028,838.74,2081,592.18,1915,817.2,103.88,2026-02-15T01:29:43.935Z,2026-02-19T09:35:03.650Z,2026-02-07T17:08:51.991Z,2026-02-13T06:43:03.750Z,2025-10-23T20:14:49.518Z,2026-02-26T19:35:01.374Z
a16a60dd-302b-447c-8bad-caa7b1632ceb,ef30f378-ae06-4200-e466-b63a46dd4365,4fab3abf-dd8f-4d4b-ef39-52d4314418ca,80.04,536.42,937,false,336.7,493.91,673,283,287.46,858.47,100,98.14,5628,7230,390.42,3011,559.64,1445,542.41,941.93,2025-11-02T16:00:17.126Z,2025-06-10T09:01:42.255Z,2025-12-27T12:21:00.417Z,2025-05-06T05:06:36.886Z,2025-04-25T03:41:14.679Z,2025-05-18T18:55:43.310Z
342c30ef-deda-4eaa-80f3-4105b81d5ecb,72ea06ea-6647-4b34-faa9-4b6acc59b996,fe4720c1-f369-4760-b122-6b324f08f3a3,39.79,14.72,737,true,56.93,50.9,918,383,528.85,568.6,525,71.06,4509,4197,660.26,7890,798.5,8793,885.54,904.72,2025-07-07T12:24:10.320Z,2025-05-16T09:11:05.296Z,2026-04-06T04:45:03.482Z,2026-01-23T17:23:11.638Z,2025-09-04T18:22:20.215Z,2026-03-21T17:09:52.403Z
6651a3f1-9ced-46ab-f58e-2a57b7a4ee47,dc5c38cd-11bd-4d48-b540-0659ffe8f55b,2d706e75-fd47-4d6b-cc14-10a1bf804d62,17.47,965.47,8,true,86.64,997,816,467,271.65,203.19,147,92.99,9560,7404,957.69,7236,834.11,4182,930.56,31.73,2025-07-25T04:28:01.352Z,2025-11-05T00:13:05.420Z,2026-02-19T01:36:59.972Z,2025-06-29T04:11:38.412Z,2026-03-16T01:14:40.861Z,2026-04-05T15:15:21.921Z
d6afafc3-31c4-472c-8a3e-a9c71d9e6129,0ba497e7-4a6e-4b40-b8d5-7f23952ad2cd,1612581f-ee93-42bd-8ca1-106ca3f5fb8d,79.14,639.52,357,false,950.62,602.02,492,648,471.12,266.99,299,6.77,431,2051,72.98,3874,963.32,5601,339.26,886.94,2025-07-27T02:54:07.521Z,2026-01-13T19:54:42.915Z,2025-07-09T01:11:20.211Z,2025-05-27T03:39:39.180Z,2025-06-23T18:49:33.048Z,2025-09-24T11:39:50.914Z
8789733e-1504-4886-f41c-38f89c46543f,7e8ad38f-d17c-4824-3c91-c8579a6b5e5f,b9a92613-a49f-49ac-02ac-12389b77c55c,79.98,882.88,134,false,147.38,635.82,934,81,531.47,391.15,64,43.98,682,1616,803.21,1935,816.55,7951,561.82,987.28,2025-04-25T00:29:52.785Z,2026-04-04T13:51:59.307Z,2025-10-03T01:42:13.168Z,2025-08-25T15:33:34.012Z,2026-04-07T13:26:42.200Z,2025-08-16T20:25:04.531Z
ecc776cb-79d6-4a78-2c34-53f85b056bc4,0ba497e7-4a6e-4b40-b8d5-7f23952ad2cd,5b1b6bbb-ac85-477d-9a11-d480281a4b21,2.28,496.37,215,true,165.5,877,441,145,986.05,622.06,952,22.65,6587,4701,787.57,7441,454.46,9319,250.86,891.95,2025-08-17T08:43:25.142Z,2026-03-25T05:31:20.439Z,2026-01-04T12:40:26.165Z,2025-06-10T22:58:05.244Z,2026-02-02T19:24:34.362Z,2026-01-01T22:01:11.371Z
e1688202-bb43-48ba-a742-8c9020ef975d,5ad3d718-54d7-4cd2-1fcf-87aea33287e9,521d1584-627e-495f-893e-82a12f5344be,52.52,696.19,395,true,574.93,113.25,309,731,663.04,127.09,372,48.33,4826,7115,971.4,2237,576.52,3686,279.81,894.96,2025-05-07T04:05:37.750Z,2026-02-16T01:27:18.280Z,2025-06-18T14:17:57.158Z,2026-03-18T13:25:57.087Z,2026-02-07T01:26:46.855Z,2025-10-31T06:00:31.209Z
823da0e4-23c0-451a-3724-4c23d097f5f8,0ba497e7-4a6e-4b40-b8d5-7f23952ad2cd,7d85b267-ac94-499b-94c1-eff3632a4d8b,78.43,666.08,221,true,91.47,749.32,632,344,813.17,532.74,903,21.34,2716,4208,862.38,8264,882.81,4777,174.22,319.63,2025-07-16T22:48:12.397Z,2026-03-23T11:54:49.390Z,2025-08-03T00:23:02.069Z,2026-03-06T00:03:34.836Z,2025-10-30T19:03:13.217Z,2025-06-25T07:38:57.604Z
4bb54346-6cfd-411f-3595-5f7175f8a1dd,857fcefe-5faf-4a3c-df5d-917321d0ed26,2bd4f3bc-df4b-49c7-997f-c11868da495a,86.33,485.81,517,true,893.52,517.01,521,556,668.48,382.04,968,89.29,8773,1409,520.46,6446,112.25,3094,837.54,896.98,2026-03-18T01:42:29.614Z,2025-11-01T05:49:41.977Z,2025-06-11T06:48:52.904Z,2026-03-25T16:50:19.562Z,2025-06-10T06:05:01.842Z,2026-02-05T23:38:54.875Z
8ca54944-61f4-4a12-ea00-edbd4e5c9eef,08c9d53b-5bb4-4a4e-3e69-2fcd9679e99e,e112e16e-d7d4-47de-a1f6-038db1f702ae,28.37,566.41,557,false,954.87,335.71,930,581,630.08,162.6,734,84.28,862,5335,976.85,8799,656.19,4787,147.64,696.61,2025-05-17T12:46:55.751Z,2026-01-09T12:03:18.384Z,2025-09-19T16:48:21.872Z,2025-08-14T20:43:05.689Z,2025-04-27T11:36:35.366Z,2025-08-01T11:03:34.472Z
bee62340-5379-4d88-21f6-6be7b191eeb1,cfed3b67-1de3-46ea-e76f-c89d08ec289a,1612581f-ee93-42bd-8ca1-106ca3f5fb8d,96.87,363.8,767,true,324.11,102.06,364,421,956.76,405.64,40,45.02,6203,1356,892.26,19,380.04,373,251.03,921.85,2025-05-14T13:12:28.235Z,2025-10-22T01:28:25.043Z,2025-10-23T23:38:10.786Z,2026-01-28T12:54:20.714Z,2025-12-07T12:06:19.080Z,2025-08-25T23:45:33.945Z
892aabb9-67c5-4cf0-51b0-db0800f65973,ef30f378-ae06-4200-e466-b63a46dd4365,32a1daeb-123e-4dbe-b622-aea59b73722d,1.98,917.88,919,true,705.37,405.86,129,748,830.37,640.03,532,59.99,1146,1831,789.12,8742,365.72,4970,633.57,197.24,2025-09-26T03:01:58.007Z,2025-12-31T05:57:21.603Z,2026-03-24T14:21:08.538Z,2025-08-25T04:19:16.207Z,2025-11-19T02:53:07.870Z,2025-07-09T11:31:50.421Z
2e57a802-47dc-477e-b809-e014eda72c87,3e334f12-6fd2-4fbe-3f23-a1309343356d,2bd4f3bc-df4b-49c7-997f-c11868da495a,58.73,673.49,616,false,236.8,960.76,677,886,286.81,64.21,202,52.91,2908,2554,707.06,5624,609.35,1233,807.51,121.44,2025-09-14T07:11:04.161Z,2026-02-25T21:34:04.841Z,2025-11-22T04:24:38.043Z,2025-05-05T07:53:14.462Z,2025-04-26T05:49:08.928Z,2026-02-01T18:37:38.848Z
ebab24c6-1ae5-4951-6aaa-048d14f01ed0,6fd51bd1-cbdc-4c3a-0686-e52d7fe6061c,f0fe80e2-ee98-4631-fd46-bedaa4937130,40.64,613.47,318,true,708.08,396.26,518,582,235.07,939.17,634,42.85,9920,4976,929.6,6193,593.31,1941,344.93,657.92,2025-06-05T19:04:59.916Z,2025-05-09T04:21:24.016Z,2025-08-18T17:08:40.662Z,2025-04-27T19:33:50.893Z,2026-01-11T15:38:19.381Z,2025-05-01T12:26:18.980Z
9f1a75b7-8dc0-4e9b-a0fb-3220d23c5de5,afb57115-93e2-41e4-19fb-726afc7dc847,baeb778f-0236-4ea0-497b-a0d46e5c6619,98.57,988.85,834,true,791.51,316.68,14,325,665.21,593.19,170,68.78,1364,7328,554.97,5306,859.31,5397,50.9,938.22,2025-05-28T05:07:09.159Z,2025-08-12T03:58:45.986Z,2025-06-23T01:10:36.497Z,2025-10-28T16:08:46.170Z,2026-02-08T07:23:36.051Z,2025-05-27T12:09:38.219Z
743067c6-c972-408f-91ca-4fa3ccf92552,43a0c009-5096-4beb-ceb2-2e90d29fa6d1,7006fd96-e3f8-4225-33e4-be34d610ffbb,24.34,822.49,540,true,341.89,831.36,718,582,36.34,929.07,775,36.24,3243,172,76.27,8376,972.47,44,571.67,22.53,2025-12-07T03:16:34.616Z,2026-03-23T06:36:07.527Z,2026-03-29T03:10:14.289Z,2025-10-24T20:19:29.651Z,2025-08-21T23:42:48.098Z,2025-05-20T21:52:39.177Z
878768fb-d004-4e1a-7e5b-c636ba1e0090,73e655b7-927f-4010-5d38-ed87d5958465,4fab3abf-dd8f-4d4b-ef39-52d4314418ca,93.74,427.4,135,true,163.64,316.07,470,931,831.42,302.67,703,12.23,9198,4187,752.27,1008,767.66,6489,86.4,400.43,2026-01-29T19:31:06.993Z,2026-02-14T07:56:41.743Z,2025-10-08T18:42:51.442Z,2025-10-07T22:08:18.179Z,2026-04-06T23:12:46.102Z,2025-06-15T09:09:11.778Z
0e6ddf5f-78a8-4d5c-578d-8e0221496f94,63b3d997-8d4b-4027-f32c-5ba74efdff76,89bd14e2-cf78-45ab-904a-7a7f0f4a4010,99.91,806.73,437,false,489.98,632.77,173,955,276.27,880.44,828,36.95,2165,5680,53.33,5725,170.28,2765,106.67,106.69,2025-07-14T08:30:45.175Z,2025-07-29T08:46:18.859Z,2026-03-22T15:24:18.314Z,2025-10-09T19:50:38.571Z,2025-11-11T13:03:12.213Z,2025-09-14T13:45:43.726Z
6a421968-53d6-4d8f-80d5-2d87ad6f2cb9,5354d00b-34f0-4a88-58d4-8decde6ce2ee,f0fe80e2-ee98-4631-fd46-bedaa4937130,22.94,384.7,57,true,106.18,214.71,437,576,65.98,601.33,554,10.34,968,6302,426.04,3098,636.88,4522,879.57,907.2,2025-07-30T04:08:29.196Z,2025-11-14T12:48:52.184Z,2026-01-02T21:57:39.443Z,2025-07-25T18:29:06.444Z,2025-11-03T11:11:22.403Z,2025-06-29T06:32:23.683Z
2ca219c4-4a3b-4998-9ac7-b43bcdbaf67a,2815d421-fa85-4846-4e67-32f2b052db68,89bd14e2-cf78-45ab-904a-7a7f0f4a4010,39.68,212.63,666,true,617.2,839.81,354,777,383.46,424.41,987,89.83,9488,3430,467.55,1491,767.3,8821,241.58,974.47,2025-08-07T00:57:47.195Z,2026-03-30T23:06:26.607Z,2026-03-18T12:02:19.051Z,2025-10-24T06:48:16.969Z,2025-11-25T13:57:58.078Z,2026-03-12T13:57:16.105Z
679566e5-702a-4bfb-3ad2-effb4d53c12a,09e8d1ef-f5f0-41fa-38f3-10bac079d03c,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,93.8,318.09,158,false,895.17,362.06,769,222,222.42,198.82,506,1.83,9906,6389,708.38,6412,360.61,2811,358.12,133.39,2026-01-28T01:30:34.362Z,2025-12-25T02:35:08.474Z,2025-09-03T11:09:01.330Z,2025-09-18T01:33:25.054Z,2025-05-10T16:00:28.394Z,2025-06-20T13:05:17.827Z
4117fc11-f0bb-456c-2f21-ea964722b706,5bcd0cf0-44a3-4e73-1c78-3d3c73e703b3,2d706e75-fd47-4d6b-cc14-10a1bf804d62,10.65,426.28,116,true,198.92,685.18,135,350,934.11,930.58,146,36.17,7967,9095,105.44,6816,418.19,7843,243.37,969.32,2025-09-07T07:34:50.129Z,2025-06-07T02:17:04.461Z,2025-06-05T14:50:35.185Z,2026-03-30T11:24:42.726Z,2025-06-29T22:47:15.802Z,2026-01-23T16:19:54.169Z
6e3fc372-2cb1-4e1d-c8f3-98a919ff81ef,3aaad658-14e8-4861-52c9-2341f1d4e7da,5b1b6bbb-ac85-477d-9a11-d480281a4b21,21.64,635.03,633,false,284.32,872.08,694,363,968.74,103.02,841,95.6,976,4522,849.62,8581,488.48,3774,181.09,606.97,2025-05-01T23:49:49.901Z,2025-07-12T17:08:39.793Z,2025-09-27T18:01:53.477Z,2026-01-18T16:58:27.516Z,2025-09-02T05:10:53.504Z,2025-06-21T20:47:29.986Z
0aa5fa37-5457-4dff-df2d-df9d3965fe71,3e334f12-6fd2-4fbe-3f23-a1309343356d,baeb778f-0236-4ea0-497b-a0d46e5c6619,84.04,515.03,776,false,486.26,565.62,5,836,90.83,845.22,871,44.58,8921,4318,861.16,9300,950.84,1896,478.85,381.24,2025-05-21T17:52:24.603Z,2025-08-01T20:46:23.202Z,2025-05-28T13:45:25.263Z,2026-03-09T09:55:47.429Z,2026-03-02T08:15:55.190Z,2025-07-21T12:30:57.274Z
501a6415-a79b-4f9f-9d60-2eb4c4f983b2,0e77db3f-7cdc-48b3-e10c-c05d74f5b464,4ca6797c-e546-4f8b-df90-dbb08907d99e,21.75,555.67,656,false,367.91,166.47,942,792,575.06,815.39,45,1.61,5047,360,23.23,5480,761.87,9604,970.24,978.34,2025-05-14T13:06:02.308Z,2026-03-27T06:53:07.325Z,2025-12-27T05:26:03.018Z,2026-04-03T19:32:36.159Z,2026-02-09T05:12:08.809Z,2025-06-21T14:58:43.604Z
156f958f-20f1-44a4-b65b-9155acd43ba7,36fa19ad-37fd-44f9-4a36-73f18ecfe5f4,3a19d003-2447-4c77-d435-69866c42a3e8,99.78,236.86,959,false,194.08,196.22,517,166,632.9,352.04,662,92.21,4150,4391,150.7,8502,477.92,5231,899.59,79.89,2026-01-02T14:46:45.793Z,2025-05-30T20:45:32.006Z,2025-06-19T08:24:01.619Z,2025-11-12T04:29:06.530Z,2025-08-31T05:15:20.374Z,2026-03-11T11:44:47.299Z
c765432b-177a-41ff-5348-8ceb6412e3eb,ab6bc2eb-0064-48a7-7f0c-9a1783bcd064,837a9baf-7fed-4fe4-630e-eeaf60164bcb,46.52,757.96,124,true,820.74,776.99,614,376,846.29,426.94,78,72.11,453,4483,685.66,7570,982.02,9678,409.63,939.12,2025-12-27T02:40:33.859Z,2025-06-06T04:36:58.490Z,2026-03-22T06:07:11.388Z,2025-11-16T22:24:12.847Z,2025-11-28T13:27:02.250Z,2025-10-23T12:49:35.862Z
2b688639-0f55-445b-cf5c-b5262ed32618,cfed3b67-1de3-46ea-e76f-c89d08ec289a,89bd14e2-cf78-45ab-904a-7a7f0f4a4010,91.31,275.49,74,true,163.49,486.95,218,193,536.92,641.75,592,97.03,9477,5335,917.92,1070,252.03,4922,611.36,516.12,2025-10-24T17:37:05.388Z,2025-10-29T01:26:26.844Z,2026-03-07T19:50:32.756Z,2026-03-23T12:50:21.996Z,2025-09-15T21:08:06.708Z,2025-07-07T13:08:22.238Z
754d22eb-c517-47a9-27ac-3f030f0ea2c8,6fd51bd1-cbdc-4c3a-0686-e52d7fe6061c,314cdd92-266e-488d-cf88-6e18f6db8ca6,0.03,448.96,343,true,636,368.63,725,476,789.9,238.49,221,4.19,5447,2007,639.8,7973,249.32,6198,43.77,850.83,2026-01-30T12:33:15.237Z,2025-09-19T09:16:02.002Z,2025-09-02T02:45:31.767Z,2025-04-30T10:10:24.163Z,2025-12-21T11:19:27.562Z,2026-01-01T22:49:21.410Z
23751d42-df77-405a-6cc6-dc7e65040494,4f78a299-95cc-4ebc-45f5-de09ee40e0da,521d1584-627e-495f-893e-82a12f5344be,67.39,793.53,63,true,109.11,385.94,343,385,214.93,633.66,682,98.28,3317,7974,778.52,6578,362.01,12,114.75,233.51,2025-05-31T04:37:44.856Z,2025-08-30T00:10:20.254Z,2025-07-19T11:49:42.450Z,2025-09-19T01:13:33.737Z,2025-10-20T13:32:47.864Z,2025-09-23T21:24:54.785Z
ff28b633-f228-492b-d440-ca5d9fe8ae09,73e655b7-927f-4010-5d38-ed87d5958465,2bd4f3bc-df4b-49c7-997f-c11868da495a,63.55,851.24,708,false,868.76,889.65,60,252,458.87,60.52,85,48.56,4775,963,782.47,3957,445.27,4416,577.47,175.43,2025-04-12T12:07:17.026Z,2025-07-04T21:57:55.572Z,2026-01-17T05:02:57.351Z,2026-01-28T14:05:36.769Z,2025-05-25T08:29:00.723Z,2025-11-12T02:52:54.584Z
1f1e4b8c-3454-42f7-d48a-5f6778445112,3aaad658-14e8-4861-52c9-2341f1d4e7da,f3e56a9d-701d-4138-17b4-468168466ac1,47.28,856.9,845,true,687.02,430.92,956,939,746.05,27.37,798,49.54,1169,7361,141.58,4780,128.98,1454,355.78,322.64,2025-09-13T22:21:02.232Z,2025-05-05T14:09:23.520Z,2025-11-15T10:11:45.925Z,2025-05-27T00:29:32.145Z,2025-05-31T19:44:17.980Z,2025-10-14T19:41:54.291Z
5605f0bc-35df-43de-c9d7-51cff282117e,857fcefe-5faf-4a3c-df5d-917321d0ed26,2bd4f3bc-df4b-49c7-997f-c11868da495a,91.42,807.05,356,true,736.07,156.25,835,692,600.25,547.13,692,44.46,2232,8331,469.68,8580,644.04,2889,692.33,700.22,2025-07-02T10:21:12.321Z,2025-10-22T06:30:19.353Z,2025-08-06T11:15:07.779Z,2026-01-18T06:56:42.855Z,2026-02-13T00:51:12.529Z,2025-05-12T21:37:29.877Z
750382e3-5a01-42d3-5aae-5d199266a2b0,6ca9565d-394f-4984-5af6-b337411ec843,8fcce2e7-79c7-439d-1c00-1a62a46a56f2,18.53,38.77,926,false,88.43,169.45,9,89,527.23,771.26,831,47.5,6847,3457,130.74,703,528.82,3289,545.53,568.97,2025-09-06T08:08:15.180Z,2025-09-12T22:47:15.469Z,2025-05-25T11:50:19.572Z,2026-01-08T10:26:42.800Z,2025-08-01T06:44:13.834Z,2025-09-13T22:48:18.399Z
94aeeeef-370c-47fb-fbbb-dfeac1aafc8b,942582d6-df90-465e-0a7c-344463dcc5fc,930d6afd-4225-4c87-6245-39cb7a7a0d26,44.51,641.77,703,true,656.74,806.23,672,563,803.05,786.79,938,95.51,7613,1190,568.14,3372,508.95,8932,291.74,644.46,2025-09-02T02:01:39.027Z,2025-08-23T09:36:27.355Z,2025-08-30T19:18:26.610Z,2025-09-04T04:02:34.038Z,2025-05-06T07:44:47.598Z,2025-07-18T06:59:35.215Z
11961e48-338d-45cf-c4a4-db5cbd5ab8e4,fb441a9a-76af-4633-ef6e-1ccf7e88caa7,f902ac6e-7076-46f8-2ee0-d0970401682b,34.69,288.18,811,true,168.45,39.88,206,737,302.86,934.63,29,17.23,6392,1293,216.29,5008,812.7,3785,268.96,765.44,2025-09-27T00:20:13.395Z,2025-12-19T03:56:25.344Z,2026-01-11T12:31:30.597Z,2025-11-10T18:29:05.824Z,2026-03-20T16:58:08.527Z,2025-07-07T14:02:55.585Z
431cc198-fb7f-48f5-1530-b84141cc2823,5354d00b-34f0-4a88-58d4-8decde6ce2ee,10539e4e-19ad-49ff-5fb1-13c6a13a9cc0,66.72,259.78,633,false,618.54,703.61,674,118,789.21,775.02,574,76.14,8848,2746,799.51,2691,570.25,9625,95.67,583.02,2025-11-06T17:19:12.512Z,2026-03-03T14:53:03.876Z,2025-09-04T01:23:27.915Z,2025-10-23T07:04:49.287Z,2025-06-22T14:30:44.142Z,2025-12-16T02:10:30.409Z
a90aaa58-1e53-439f-74dd-8d13265a0707,b913d05c-d452-4b8d-58bc-5af42ecc92ad,521d1584-627e-495f-893e-82a12f5344be,99.35,182.23,273,true,149.38,70.77,487,67,776.51,984.52,739,16.72,424,709,492.16,8653,58.18,4947,364.51,516.17,2025-06-15T14:39:06.000Z,2025-06-05T19:26:42.937Z,2025-04-13T17:04:27.049Z,2025-05-29T13:19:51.731Z,2025-09-24T11:14:12.902Z,2025-12-07T17:57:07.972Z
ebe00532-8407-4227-fa37-173322742006,4361747f-bbcd-4426-e55e-5ac00ba3e695,1eca3985-996e-497f-4644-294968d742b8,91.46,385.66,639,true,365.49,683.41,551,632,152.07,280.25,321,63.97,3148,39,347.47,8159,131.64,2017,546.95,815.44,2025-07-09T02:16:02.498Z,2025-12-17T07:58:53.163Z,2025-09-13T00:12:07.875Z,2025-06-19T00:20:27.440Z,2025-05-25T18:38:14.223Z,2025-05-01T00:41:20.124Z
ed801a0a-f137-4e5b-d897-c860f5356ed3,7e8ad38f-d17c-4824-3c91-c8579a6b5e5f,469af544-bb26-4d4c-4b28-ab15c4812991,45.85,894.93,809,false,645.55,246.08,768,830,846,613.49,13,72.24,5195,1330,42.03,1788,803.38,293,865.2,243.32,2025-09-01T14:53:02.497Z,2025-12-23T00:47:46.362Z,2026-03-04T09:41:49.548Z,2025-06-15T20:31:38.276Z,2025-05-23T14:29:04.847Z,2026-01-12T16:20:32.774Z
baa3e18c-85be-418d-55a3-aa17ef5d52b3,440eba09-b8a9-4df2-7ce2-88916df0536d,aed83b90-feeb-480d-e57c-176768104c81,0.32,241.87,213,true,985.38,152.82,503,204,117.55,801.96,9,35.84,38,1788,623.27,8682,190.31,8211,795.69,88.79,2025-09-08T03:26:45.182Z,2026-02-10T19:55:05.836Z,2026-04-11T08:28:55.577Z,2025-12-12T17:51:26.451Z,2025-07-08T08:24:55.859Z,2025-09-14T23:54:16.593Z
e67c675b-8b2c-46ea-ede8-703c58df49f3,3e334f12-6fd2-4fbe-3f23-a1309343356d,10539e4e-19ad-49ff-5fb1-13c6a13a9cc0,19.22,684.46,368,false,337.53,324.25,648,30,973.17,76.33,480,96.8,7564,1265,472.63,7028,521.79,7050,524.07,810.75,2026-03-20T00:30:33.121Z,2025-11-10T05:05:10.661Z,2026-02-21T23:58:42.152Z,2025-11-25T18:55:30.883Z,2025-08-16T19:07:53.437Z,2025-09-02T23:14:53.848Z
460ae706-0be1-4500-1ad9-c18c3b38fb0f,7e8ad38f-d17c-4824-3c91-c8579a6b5e5f,59faa8f0-e266-467f-aa62-7fd97008cad7,77.3,693.37,801,true,425.62,802.32,678,269,101.8,962.07,682,12.23,7765,1131,11.3,441,136.57,3698,323.05,772.13,2025-09-11T17:11:55.570Z,2025-06-17T10:58:38.869Z,2026-04-06T13:11:48.831Z,2026-01-30T12:04:37.206Z,2025-04-23T02:36:59.488Z,2026-02-05T01:51:20.578Z
77d1bd68-d3aa-4946-837f-c944c863aa10,63b3d997-8d4b-4027-f32c-5ba74efdff76,0898bc8a-8083-4b0c-faf9-0f5d0224e73e,60.51,238.95,635,false,830.62,956.71,400,3,897.23,194.71,47,83.11,502,1218,257.38,6746,228.41,5078,386.42,904.95,2025-10-22T23:28:48.541Z,2025-05-21T17:35:09.052Z,2026-01-28T16:37:56.487Z,2026-01-09T12:15:40.835Z,2025-06-29T17:27:51.850Z,2026-02-14T09:51:01.736Z
